flow_id,flow_signal_time,flow_i,side,frozen_flow_signed12_atr,trigger_rule,trigger_time,trigger_i,trigger_level,entry,entry_atr,delay_bars,delay_hours
14,2021-01-08 01:45:00+00:00,46784,-1,-4.3965375703963225,EXTREME4_COLOR,2021-01-08 04:45:00+00:00,46796,38859.01,38702.63,719.1464285714283,12,3.0
15,2021-01-08 13:45:00+00:00,46832,1,-1.5820806836107375,EXTREME4_COLOR,2021-01-08 15:30:00+00:00,46839,40131.0,40672.71,642.9264285714281,7,1.75
16,2021-01-09 02:15:00+00:00,46882,-1,-2.248404263106282,EXTREME4_COLOR,2021-01-09 03:30:00+00:00,46887,40385.1,40232.21,449.80214285714254,5,1.25
17,2021-01-09 14:15:00+00:00,46930,1,-0.5356595892794959,EXTREME4_COLOR,2021-01-09 22:45:00+00:00,46964,40222.0,40327.21,285.06285714285644,34,8.5
18,2021-01-10 02:15:00+00:00,46978,1,-3.786331251891164,EXTREME4_COLOR,2021-01-10 08:45:00+00:00,47004,40713.68,40888.59,259.40928571428543,26,6.5
19,2021-01-10 14:15:00+00:00,47026,1,-5.893711362942134,EXTREME4_COLOR,2021-01-10 15:00:00+00:00,47029,39266.0,39521.71,417.42785714285645,3,0.75
20,2021-01-11 02:15:00+00:00,47074,1,-5.691910537792827,EXTREME4_COLOR,2021-01-11 05:45:00+00:00,47088,34750.01,34941.87,988.6607142857148,14,3.5
21,2021-01-11 14:15:00+00:00,47122,-1,-0.7830953906246807,EXTREME4_COLOR,2021-01-11 18:45:00+00:00,47140,33287.65,32578.37,1021.3728571428575,18,4.5
22,2021-01-12 02:15:00+00:00,47170,1,-1.5847018365015686,EXTREME4_COLOR,2021-01-12 04:45:00+00:00,47180,34576.19,35335.12,520.7864285714282,10,2.5
23,2021-01-12 14:15:00+00:00,47218,1,-0.2937220234220652,EXTREME4_COLOR,2021-01-12 14:30:00+00:00,47219,32890.0,33280.11,625.0421428571426,1,0.25
24,2021-01-13 03:00:00+00:00,47269,1,0.5358462075337916,EXTREME4_COLOR,2021-01-13 04:15:00+00:00,47274,33503.25,33726.8,543.5857142857157,5,1.25
25,2021-01-13 16:15:00+00:00,47322,1,8.179449801510133,EXTREME4_COLOR,2021-01-13 16:30:00+00:00,47323,34484.06,34626.1,326.7864285714292,1,0.25
27,2021-01-14 16:30:00+00:00,47419,1,-2.937588904694169,EXTREME4_COLOR,2021-01-14 18:45:00+00:00,47428,39302.57,39391.81,352.10285714285783,9,2.25
28,2021-01-15 05:30:00+00:00,47471,-1,9.100578861059327,EXTREME4_COLOR,2021-01-15 07:30:00+00:00,47479,38488.51,38350.0,330.2628571428577,8,2.0
29,2021-01-15 17:30:00+00:00,47519,-1,-0.0807448975563161,EXTREME4_COLOR,2021-01-15 21:45:00+00:00,47536,36332.05,36240.96,484.42285714285805,17,4.25
30,2021-01-16 05:30:00+00:00,47567,1,3.0001716777494147,EXTREME4_COLOR,2021-01-16 11:15:00+00:00,47590,37240.0,37596.3,379.5000000000005,23,5.75
31,2021-01-16 17:30:00+00:00,47615,-1,3.6851795516169537,EXTREME4_COLOR,2021-01-16 20:30:00+00:00,47627,36756.67,36696.5,302.5614285714286,12,3.0
32,2021-01-17 05:30:00+00:00,47663,1,0.044752067207349,EXTREME4_COLOR,2021-01-17 06:00:00+00:00,47665,35500.0,35670.28,298.1571428571442,2,0.5
33,2021-01-17 17:30:00+00:00,47711,-1,1.1734687499326557,EXTREME4_COLOR,2021-01-17 21:30:00+00:00,47727,36767.75,36672.16,255.86642857142735,16,4.0
34,2021-01-18 05:30:00+00:00,47759,1,1.1102354817525226,EXTREME4_COLOR,2021-01-18 06:45:00+00:00,47764,35100.12,35223.0,283.30357142857036,5,1.25
35,2021-01-18 17:30:00+00:00,47807,-1,-1.6975590893326302,EXTREME4_COLOR,2021-01-18 19:15:00+00:00,47814,36055.0,35916.66,305.5499999999993,7,1.75
36,2021-01-19 05:30:00+00:00,47855,1,4.469661554833436,EXTREME4_COLOR,2021-01-19 05:45:00+00:00,47856,36269.2,36307.88,214.38428571428554,1,0.25
37,2021-01-19 18:00:00+00:00,47905,-1,5.082174664612411,EXTREME4_COLOR,2021-01-20 06:00:00+00:00,47953,35533.0,35434.38,327.81785714285695,48,12.0
38,2021-01-20 06:00:00+00:00,47953,-1,1.6300820359737962,EXTREME4_COLOR,2021-01-20 06:30:00+00:00,47955,35560.0,35514.26,329.12642857142833,2,0.5
39,2021-01-20 19:00:00+00:00,48005,-1,1.091476211484636,EXTREME4_COLOR,2021-01-20 19:45:00+00:00,48008,35291.99,35227.77,286.27928571428544,3,0.75
40,2021-01-21 07:00:00+00:00,48053,1,-9.908460795008423,EXTREME4_COLOR,2021-01-21 09:30:00+00:00,48063,32660.0,32990.47,425.6392857142858,10,2.5
41,2021-01-21 19:15:00+00:00,48102,-1,2.555670148483084,EXTREME4_COLOR,2021-01-21 23:00:00+00:00,48117,31252.72,30830.53,443.22428571428594,15,3.75
42,2021-01-22 07:15:00+00:00,48150,1,6.201797993241216,EXTREME4_COLOR,2021-01-22 10:30:00+00:00,48163,31103.0,31232.18,475.6942857142858,13,3.25
43,2021-01-22 19:15:00+00:00,48198,-1,1.5267929866236003,EXTREME4_COLOR,2021-01-22 20:00:00+00:00,48201,33674.33,33502.77,313.1850000000005,3,0.75
44,2021-01-23 07:15:00+00:00,48246,-1,2.3884654096018414,EXTREME4_COLOR,2021-01-23 09:00:00+00:00,48253,33040.0,32846.08,305.1585714285707,7,1.75
45,2021-01-23 20:30:00+00:00,48299,-1,-2.171908223231512,EXTREME4_COLOR,2021-01-23 21:15:00+00:00,48302,32250.0,32162.65,203.6992857142855,3,0.75
46,2021-01-24 08:30:00+00:00,48347,-1,5.344683022302103,EXTREME4_COLOR,2021-01-24 09:30:00+00:00,48351,32794.19,32707.49,167.81928571428605,4,1.0
47,2021-01-24 20:30:00+00:00,48395,1,8.14193743213459,EXTREME4_COLOR,2021-01-25 01:30:00+00:00,48415,32468.0,32645.54,253.51928571428627,20,5.0
48,2021-01-25 08:45:00+00:00,48444,1,0.0466855295068782,EXTREME4_COLOR,2021-01-25 10:15:00+00:00,48450,32920.0,33067.0,237.86642857142837,6,1.5
49,2021-01-25 21:45:00+00:00,48496,-1,2.6370740484939645,EXTREME4_COLOR,2021-01-26 00:15:00+00:00,48506,32647.9,32543.96,450.2314285714287,10,2.5
50,2021-01-26 12:15:00+00:00,48554,-1,-2.103800810512097,EXTREME4_COLOR,2021-01-26 16:00:00+00:00,48569,31900.0,31498.36,372.68857142857087,15,3.75
52,2021-01-27 12:15:00+00:00,48650,1,-1.1907145989743722,EXTREME4_COLOR,2021-01-27 14:00:00+00:00,48657,30246.7,30419.97,353.02142857142854,7,1.75
53,2021-01-28 00:15:00+00:00,48698,-1,-3.504126988865344,EXTREME4_COLOR,2021-01-28 01:00:00+00:00,48701,30734.72,30629.31,370.6335714285714,3,0.75
54,2021-01-28 13:00:00+00:00,48749,-1,-11.259130781720168,EXTREME4_COLOR,2021-01-28 17:00:00+00:00,48765,32450.0,32314.83,318.0978571428576,16,4.0
55,2021-01-29 01:15:00+00:00,48798,-1,-10.450676233739442,EXTREME4_COLOR,2021-01-29 09:00:00+00:00,48829,36929.0,36073.78,785.9978571428575,31,7.75
56,2021-01-29 13:15:00+00:00,48846,-1,3.936008809232563,EXTREME4_COLOR,2021-01-29 16:15:00+00:00,48858,37577.84,37057.5,631.8199999999991,12,3.0
57,2021-01-30 01:15:00+00:00,48894,1,-1.6783007503963234,EXTREME4_COLOR,2021-01-30 02:15:00+00:00,48898,33967.58,34392.14,487.1578571428566,4,1.0
58,2021-01-30 13:15:00+00:00,48942,1,0.5644022116889553,EXTREME4_COLOR,2021-01-30 21:15:00+00:00,48974,34100.0,34254.73,197.6592857142849,32,8.0
59,2021-01-31 01:15:00+00:00,48990,-1,1.290023296685329,EXTREME4_COLOR,2021-01-31 11:00:00+00:00,49029,33784.78,33661.82,235.30000000000084,39,9.75
60,2021-01-31 13:45:00+00:00,49040,-1,1.219620843928052,EXTREME4_COLOR,2021-01-31 17:00:00+00:00,49053,33111.4,32915.69,296.7314285714274,13,3.25
61,2021-02-01 01:45:00+00:00,49088,1,1.0239475971382714,EXTREME4_COLOR,2021-02-01 04:00:00+00:00,49097,33500.6,33722.3,285.72071428571456,9,2.25
63,2021-02-02 01:45:00+00:00,49184,-1,-5.205484061451549,EXTREME4_COLOR,2021-02-02 02:00:00+00:00,49185,33832.86,33697.13,221.1428571428582,1,0.25
64,2021-02-02 13:45:00+00:00,49232,-1,-4.730895458496039,EXTREME4_COLOR,2021-02-02 15:15:00+00:00,49238,34928.0,34806.26,250.4392857142853,6,1.5
65,2021-02-03 01:45:00+00:00,49280,1,2.724760918784591,EXTREME4_COLOR,2021-02-03 02:00:00+00:00,49281,35913.19,35950.73,222.63642857142779,1,0.25
66,2021-02-03 13:45:00+00:00,49328,1,6.424599028809756,EXTREME4_COLOR,2021-02-03 18:15:00+00:00,49346,36956.34,37100.47,273.8878571428572,18,4.5
67,2021-02-04 01:45:00+00:00,49376,1,-2.2033131403784205,EXTREME4_COLOR,2021-02-04 04:00:00+00:00,49385,37400.0,37724.62,307.94857142857137,9,2.25
68,2021-02-04 15:30:00+00:00,49431,-1,-2.3899290441834053,EXTREME4_COLOR,2021-02-04 16:30:00+00:00,49435,36865.9,36769.62,335.71571428571406,4,1.0
69,2021-02-05 03:45:00+00:00,49480,1,2.3690811200520785,EXTREME4_COLOR,2021-02-05 13:30:00+00:00,49519,37871.0,38027.7,206.0021428571428,39,9.75
70,2021-02-05 15:45:00+00:00,49528,-1,-5.9688738848506215,EXTREME4_COLOR,2021-02-05 20:15:00+00:00,49546,37722.57,37660.61,200.84428571428467,18,4.5
71,2021-02-06 03:45:00+00:00,49576,1,3.2220081830194616,EXTREME4_COLOR,2021-02-06 04:15:00+00:00,49578,39100.0,39285.3,441.04928571428434,2,0.5
72,2021-02-06 16:00:00+00:00,49625,1,-7.673713997625597,EXTREME4_COLOR,2021-02-06 22:00:00+00:00,49649,40102.71,40451.51,236.31357142857138,24,6.0
73,2021-02-07 05:45:00+00:00,49680,1,-2.177067530244673,EXTREME4_COLOR,2021-02-07 16:15:00+00:00,49722,37600.0,37802.34,405.4571428571435,42,10.5
74,2021-02-07 17:45:00+00:00,49728,1,2.1501885881651943,EXTREME4_COLOR,2021-02-07 22:30:00+00:00,49747,38351.58,38499.76,238.22642857142844,19,4.75
75,2021-02-08 06:45:00+00:00,49780,1,14.344611331135834,EXTREME4_COLOR,2021-02-08 08:45:00+00:00,49788,39127.32,39234.09,217.65071428571537,8,2.0
76,2021-02-08 18:45:00+00:00,49828,1,10.426634612620203,EXTREME4_COLOR,2021-02-09 01:30:00+00:00,49855,46004.0,46382.16,791.9457142857136,27,6.75
77,2021-02-09 06:45:00+00:00,49876,-1,2.3721450493646024,EXTREME4_COLOR,2021-02-09 07:00:00+00:00,49877,48250.0,48064.45,481.4071428571432,1,0.25
78,2021-02-09 19:45:00+00:00,49928,-1,1.109814907323056,EXTREME4_COLOR,2021-02-10 02:30:00+00:00,49955,46700.0,46606.3,306.95142857142855,27,6.75
79,2021-02-10 08:00:00+00:00,49977,-1,4.937484039367677,EXTREME4_COLOR,2021-02-10 10:15:00+00:00,49986,47343.5,47127.67,354.2035714285713,9,2.25
80,2021-02-10 20:30:00+00:00,50027,1,1.254515715965802,EXTREME4_COLOR,2021-02-11 04:45:00+00:00,50060,44700.0,44813.09,367.90928571428645,33,8.25
81,2021-02-11 08:45:00+00:00,50076,1,6.707422340848454,EXTREME4_COLOR,2021-02-11 16:45:00+00:00,50108,47604.86,47699.1,486.8285714285713,32,8.0
82,2021-02-11 21:00:00+00:00,50125,-1,0.0778409117568461,EXTREME4_COLOR,2021-02-12 08:00:00+00:00,50169,47564.38,47336.9,364.6478571428576,44,11.0
83,2021-02-12 09:00:00+00:00,50173,-1,-1.228235518474375,EXTREME4_COLOR,2021-02-12 11:30:00+00:00,50183,47977.08,47815.99,307.6849999999998,10,2.5
84,2021-02-12 21:00:00+00:00,50221,-1,0.7741376432688464,EXTREME4_COLOR,2021-02-13 01:15:00+00:00,50238,47800.1,47760.61,270.7464285714289,17,4.25
85,2021-02-13 09:00:00+00:00,50269,-1,1.776150830777237,EXTREME4_COLOR,2021-02-13 09:15:00+00:00,50270,47580.87,47440.62,298.32071428571413,1,0.25
86,2021-02-13 22:30:00+00:00,50323,-1,-9.693453893859314,EXTREME4_COLOR,2021-02-14 00:15:00+00:00,50330,47713.98,47564.15,251.50071428571442,7,1.75
87,2021-02-14 10:30:00+00:00,50371,1,-0.1801895206243043,EXTREME4_COLOR,2021-02-14 15:30:00+00:00,50391,48211.12,48610.08,392.9485714285708,20,5.0
88,2021-02-14 23:15:00+00:00,50422,-1,4.543700516732832,EXTREME4_COLOR,2021-02-15 06:30:00+00:00,50451,47146.33,46947.99,374.14857142857153,29,7.25
89,2021-02-15 11:15:00+00:00,50470,1,1.1921578478396948,EXTREME4_COLOR,2021-02-15 12:15:00+00:00,50474,47600.02,47726.71,279.6192857142861,4,1.0
90,2021-02-15 23:15:00+00:00,50518,1,2.174151536761871,EXTREME4_COLOR,2021-02-16 05:00:00+00:00,50541,49138.81,49487.12,427.1749999999998,23,5.75
92,2021-02-17 00:15:00+00:00,50618,1,7.471026889503009,EXTREME4_COLOR,2021-02-17 01:00:00+00:00,50621,49125.56,49346.0,277.08214285714297,3,0.75
93,2021-02-17 13:45:00+00:00,50672,-1,-2.7472448476767446,EXTREME4_COLOR,2021-02-17 14:00:00+00:00,50673,51326.68,51186.93,368.50071428571493,1,0.25
94,2021-02-18 07:30:00+00:00,50743,-1,-2.2429895939038293,EXTREME4_COLOR,2021-02-18 12:45:00+00:00,50764,51700.0,51554.01,310.9821428571423,21,5.25
95,2021-02-18 21:00:00+00:00,50797,1,3.0823443661577152,EXTREME4_COLOR,2021-02-19 00:00:00+00:00,50809,51568.0,51677.08,254.28928571428645,12,3.0
96,2021-02-19 09:00:00+00:00,50845,1,12.98885290373377,EXTREME4_COLOR,2021-02-19 11:15:00+00:00,50854,52700.0,52875.38,308.1692857142859,9,2.25
97,2021-02-20 01:15:00+00:00,50910,-1,-2.608655053969008,EXTREME4_COLOR,2021-02-20 07:00:00+00:00,50933,56053.97,55686.0,270.15142857142877,23,5.75
98,2021-02-20 13:15:00+00:00,50958,-1,3.7854620663720913,EXTREME4_COLOR,2021-02-20 19:00:00+00:00,50981,57270.0,57054.48,393.79857142857094,23,5.75
99,2021-02-21 01:15:00+00:00,51006,1,2.17526753834955,EXTREME4_COLOR,2021-02-21 06:15:00+00:00,51026,56509.0,56591.02,274.6528571428571,20,5.0
100,2021-02-21 13:15:00+00:00,51054,-1,1.1823833934835606,EXTREME4_COLOR,2021-02-21 14:00:00+00:00,51057,57333.96,57140.51,308.5057142857134,3,0.75
101,2021-02-22 01:15:00+00:00,51102,-1,9.089972163249415,EXTREME4_COLOR,2021-02-22 02:30:00+00:00,51107,57285.46,57073.34,414.341428571429,5,1.25
102,2021-02-22 13:30:00+00:00,51151,1,-0.4527880514965886,EXTREME4_COLOR,2021-02-22 14:15:00+00:00,51154,50188.0,51353.79,1132.9971428571423,3,0.75
103,2021-02-23 01:30:00+00:00,51199,1,-8.558650008457027,EXTREME4_COLOR,2021-02-23 05:15:00+00:00,51214,49237.37,49406.79,1003.1707142857138,15,3.75
104,2021-02-23 13:30:00+00:00,51247,-1,-1.1593583784435268,EXTREME4_COLOR,2021-02-23 15:45:00+00:00,51256,49117.21,48634.4,1321.249285714286,9,2.25
105,2021-02-24 02:00:00+00:00,51297,-1,1.1119777882477089,EXTREME4_COLOR,2021-02-24 04:15:00+00:00,51306,51320.0,50717.11,582.7714285714283,9,2.25
106,2021-02-24 14:15:00+00:00,51346,1,1.8218785018382475,EXTREME4_COLOR,2021-02-24 15:15:00+00:00,51350,48800.0,49193.27,641.3421428571429,4,1.0
107,2021-02-25 02:15:00+00:00,51394,1,0.8340881656494189,EXTREME4_COLOR,2021-02-25 05:00:00+00:00,51405,49610.28,49800.01,365.5778571428569,11,2.75
108,2021-02-25 14:15:00+00:00,51442,1,-7.190373938113275,EXTREME4_COLOR,2021-02-25 20:15:00+00:00,51466,48871.28,49150.01,572.350714285714,24,6.0
109,2021-02-26 02:15:00+00:00,51490,1,-0.6049829396614373,EXTREME4_COLOR,2021-02-26 07:45:00+00:00,51512,44237.67,44970.77,725.096428571429,22,5.5
110,2021-02-26 15:00:00+00:00,51541,-1,-1.8669161929419684,EXTREME4_COLOR,2021-02-26 17:00:00+00:00,51549,48250.0,48084.71,630.1614285714282,8,2.0
111,2021-02-27 03:00:00+00:00,51589,1,-1.1445690031337985,EXTREME4_COLOR,2021-02-27 05:30:00+00:00,51599,47520.0,47772.81,407.11428571428667,10,2.5
112,2021-02-27 15:30:00+00:00,51639,-1,4.35593098396253,EXTREME4_COLOR,2021-02-27 20:00:00+00:00,51657,47499.0,47313.4,256.2221428571424,18,4.5
113,2021-02-28 06:15:00+00:00,51698,1,-1.9051906297003387,EXTREME4_COLOR,2021-02-28 14:15:00+00:00,51730,43603.67,44205.09,437.3335714285713,32,8.0
115,2021-03-01 06:15:00+00:00,51794,1,8.311927557807568,EXTREME4_COLOR,2021-03-01 06:45:00+00:00,51796,45761.31,45887.24,278.70500000000123,2,0.5
116,2021-03-01 18:30:00+00:00,51843,1,0.9626041115221028,EXTREME4_COLOR,2021-03-02 02:00:00+00:00,51873,49361.0,49454.52,301.39000000000044,30,7.5
117,2021-03-02 07:00:00+00:00,51893,1,-3.1260545780849243,EXTREME4_COLOR,2021-03-02 08:00:00+00:00,51897,48310.97,48590.46,340.5928571428563,4,1.0
118,2021-03-02 19:00:00+00:00,51941,1,4.703673523322906,EXTREME4_COLOR,2021-03-02 20:45:00+00:00,51948,47250.0,47562.18,407.00571428571493,7,1.75
119,2021-03-03 08:30:00+00:00,51995,1,0.5505213797828874,EXTREME4_COLOR,2021-03-03 13:45:00+00:00,52016,51393.56,51623.41,469.03428571428543,21,5.25
120,2021-03-03 22:15:00+00:00,52050,-1,4.635928198493136,EXTREME4_COLOR,2021-03-04 06:00:00+00:00,52081,49731.02,49625.3,450.7278571428573,31,7.75
121,2021-03-04 11:00:00+00:00,52101,1,-2.122452019897649,EXTREME4_COLOR,2021-03-04 15:15:00+00:00,52118,49015.16,49314.73,492.0085714285711,17,4.25
122,2021-03-04 23:00:00+00:00,52149,-1,2.590926991465979,EXTREME4_COLOR,2021-03-04 23:30:00+00:00,52151,48690.0,48515.0,325.46857142857124,2,0.5
123,2021-03-05 11:45:00+00:00,52200,1,4.414505291677697,EXTREME4_COLOR,2021-03-05 16:30:00+00:00,52219,47045.8,47481.07,480.5007142857139,19,4.75
124,2021-03-05 23:45:00+00:00,52248,1,-1.8811801208026464,EXTREME4_COLOR,2021-03-06 09:00:00+00:00,52285,48626.04,48693.19,238.3585714285717,37,9.25
125,2021-03-06 13:00:00+00:00,52301,1,6.326975944066774,EXTREME4_COLOR,2021-03-06 16:00:00+00:00,52313,47255.0,47805.98,325.9299999999998,12,3.0
127,2021-03-07 16:15:00+00:00,52410,1,-1.124855935459093,EXTREME4_COLOR,2021-03-07 17:45:00+00:00,52416,50951.07,51115.59,255.162857142856,6,1.5
128,2021-03-08 04:15:00+00:00,52458,-1,-1.4086236227971325,EXTREME4_COLOR,2021-03-08 06:00:00+00:00,52465,50813.0,50686.58,295.53071428571536,7,1.75
129,2021-03-08 16:15:00+00:00,52506,1,7.626692366857897,EXTREME4_COLOR,2021-03-08 16:45:00+00:00,52508,50650.0,50718.99,374.9721428571424,2,0.5
130,2021-03-09 04:30:00+00:00,52555,1,0.8014841477665203,EXTREME4_COLOR,2021-03-09 08:00:00+00:00,52569,53444.0,53776.61,338.63499999999993,14,3.5
131,2021-03-09 16:30:00+00:00,52603,-1,1.8601270343026373,EXTREME4_COLOR,2021-03-09 16:45:00+00:00,52604,54376.79,54139.91,335.21999999999855,1,0.25
132,2021-03-10 05:00:00+00:00,52653,-1,-7.546892040067485,EXTREME4_COLOR,2021-03-10 06:00:00+00:00,52657,53737.37,53671.45,352.9071428571437,4,1.0
133,2021-03-10 20:30:00+00:00,52715,1,-2.706645076855477,EXTREME4_COLOR,2021-03-10 23:30:00+00:00,52727,55928.15,56188.56,568.3728571428572,12,3.0
134,2021-03-11 11:00:00+00:00,52773,-1,-5.430078792535953,EXTREME4_COLOR,2021-03-11 12:00:00+00:00,52777,56338.0,56222.04,409.18357142857036,4,1.0
135,2021-03-11 23:15:00+00:00,52822,1,-2.6482815088938634,EXTREME4_COLOR,2021-03-12 06:45:00+00:00,52852,56978.0,57127.15,318.6942857142853,30,7.5
136,2021-03-12 13:00:00+00:00,52877,-1,-1.7657422789367376,EXTREME4_COLOR,2021-03-12 16:30:00+00:00,52891,57689.72,57549.01,489.46571428571457,14,3.5
137,2021-03-13 01:30:00+00:00,52927,-1,-9.491933174224355,EXTREME4_COLOR,2021-03-13 02:45:00+00:00,52932,56604.7,56526.15,376.5599999999987,5,1.25
138,2021-03-13 19:45:00+00:00,53000,-1,0.6813178427669421,EXTREME4_COLOR,2021-03-14 03:30:00+00:00,53031,61469.33,61355.57,286.1349999999994,31,7.75
139,2021-03-14 10:45:00+00:00,53060,-1,0.5006980062473525,EXTREME4_COLOR,2021-03-14 12:00:00+00:00,53065,60518.45,60394.75,348.55428571428484,5,1.25
140,2021-03-14 23:45:00+00:00,53112,-1,6.891299512952045,EXTREME4_COLOR,2021-03-15 11:00:00+00:00,53157,56472.07,56117.84,854.1057142857135,45,11.25
141,2021-03-15 12:15:00+00:00,53162,-1,0.9584256466490854,EXTREME4_COLOR,2021-03-15 18:30:00+00:00,53187,56400.0,56207.02,495.625,25,6.25
142,2021-03-16 00:30:00+00:00,53211,1,-0.0743078169852416,EXTREME4_COLOR,2021-03-16 11:45:00+00:00,53256,55170.0,55528.68,381.24785714285673,45,11.25
143,2021-03-16 12:30:00+00:00,53259,1,4.002039570465751,EXTREME4_COLOR,2021-03-16 12:45:00+00:00,53260,54837.95,55145.56,422.55142857142863,1,0.25
144,2021-03-17 00:45:00+00:00,53308,-1,4.000943849318204,EXTREME4_COLOR,2021-03-17 06:00:00+00:00,53329,56013.08,55952.8,326.5371428571431,21,5.25
145,2021-03-17 12:45:00+00:00,53356,1,7.69600831763853,EXTREME4_COLOR,2021-03-17 13:45:00+00:00,53360,54949.92,55137.59,444.88642857142884,4,1.0
146,2021-03-18 00:45:00+00:00,53404,1,-1.8682792880273784,EXTREME4_COLOR,2021-03-18 01:45:00+00:00,53408,58900.0,59098.98,413.7307142857145,4,1.0
147,2021-03-18 12:45:00+00:00,53452,-1,4.007065432800812,EXTREME4_COLOR,2021-03-18 16:30:00+00:00,53467,59973.8,59821.04,456.12785714285667,15,3.75
148,2021-03-19 01:00:00+00:00,53501,1,3.4464490628585978,EXTREME4_COLOR,2021-03-19 05:30:00+00:00,53519,57711.27,57882.51,307.4392857142863,18,4.5
149,2021-03-19 13:00:00+00:00,53549,1,0.2346809793283217,EXTREME4_COLOR,2021-03-19 13:45:00+00:00,53552,58150.0,58346.42,351.26571428571435,3,0.75
150,2021-03-20 04:30:00+00:00,53611,-1,-4.109538594621304,EXTREME4_COLOR,2021-03-20 07:00:00+00:00,53621,58425.0,58401.25,213.68499999999975,10,2.5
151,2021-03-20 16:30:00+00:00,53659,-1,5.485811686839834,EXTREME4_COLOR,2021-03-20 18:30:00+00:00,53667,59523.96,59303.37,264.9864285714274,8,2.0
152,2021-03-21 05:00:00+00:00,53709,-1,0.0596501644678326,EXTREME4_COLOR,2021-03-21 06:00:00+00:00,53713,57300.0,57114.0,282.3685714285722,4,1.0
153,2021-03-21 17:15:00+00:00,53758,1,0.8528998687633803,EXTREME4_COLOR,2021-03-21 21:30:00+00:00,53775,57680.0,58007.57,247.80642857142917,17,4.25
154,2021-03-22 05:15:00+00:00,53806,1,-2.080053066526617,EXTREME4_COLOR,2021-03-22 09:00:00+00:00,53821,57153.98,57287.88,255.3907142857149,15,3.75
155,2021-03-22 19:45:00+00:00,53864,-1,3.439943090365608,EXTREME4_COLOR,2021-03-23 01:45:00+00:00,53888,55200.0,55143.23,400.76142857142884,24,6.0
156,2021-03-23 07:45:00+00:00,53912,1,1.9292052419665124,EXTREME4_COLOR,2021-03-23 19:00:00+00:00,53957,55415.66,55536.72,289.6564285714293,45,11.25
157,2021-03-23 19:45:00+00:00,53960,1,1.5792183391675134,EXTREME4_COLOR,2021-03-24 01:00:00+00:00,53981,53660.0,53984.25,376.26142857142935,21,5.25
158,2021-03-24 07:45:00+00:00,54008,-1,1.5455672011232082,EXTREME4_COLOR,2021-03-24 13:30:00+00:00,54031,57050.0,56837.39,291.20142857142855,23,5.75
159,2021-03-24 19:45:00+00:00,54056,-1,6.8739983164817255,EXTREME4_COLOR,2021-03-25 02:45:00+00:00,54084,52569.0,52270.0,519.0285714285716,28,7.0
