Index,flow_id,flow_signal_time,flow_i,side,frozen_flow_signed12_atr,trigger_rule,trigger_time,trigger_i,trigger_level,entry,entry_atr,delay_bars,delay_hours,exit_time,stopped,gross_atr,cost_atr,net_atr,mae_atr,mfe_atr,sample
12,12,2021-01-07 01:15:00+00:00,46686,1,3.328194842799139,SWEEP_RECLAIM_4,2021-01-07 01:45:00+00:00,46688,36747.16,36975.46,412.3971428571437,2,0.5,2021-01-07 08:15:00+00:00,True,-1.5,0.044829917763043854,-1.5448299177630438,1.5472949098996047,1.9882775964915864,AUDIT_PRIMARY_SL15_TIME24
13,13,2021-01-07 13:15:00+00:00,46734,-1,-0.5307954670480968,SWEEP_RECLAIM_4,2021-01-07 14:15:00+00:00,46738,38640.0,38534.84,376.5464285714282,4,1.0,2021-01-07 16:00:00+00:00,True,-1.5,0.051168776379312025,-1.551168776379312,3.0040385837451398,1.1070082422012002,AUDIT_PRIMARY_SL15_TIME24
14,14,2021-01-08 01:45:00+00:00,46784,-1,-4.3965375703963225,SWEEP_RECLAIM_4,2021-01-08 04:45:00+00:00,46796,38859.01,38702.63,719.1464285714283,12,3.0,2021-01-08 10:00:00+00:00,True,-1.5,0.02690872711200283,-1.5269087271120028,1.5050759581050992,1.512390184792484,AUDIT_PRIMARY_SL15_TIME24
15,15,2021-01-08 13:45:00+00:00,46832,1,-1.5820806836107375,SWEEP_RECLAIM_4,2021-01-08 15:30:00+00:00,46839,40131.0,40672.71,642.9264285714281,7,1.75,2021-01-08 20:00:00+00:00,True,-1.5,0.031630920889637475,-1.5316309208896375,2.0424887539898466,1.5820317143596716,AUDIT_PRIMARY_SL15_TIME24
16,16,2021-01-09 02:15:00+00:00,46882,-1,-2.248404263106282,SWEEP_RECLAIM_4,2021-01-09 03:30:00+00:00,46887,40385.1,40232.21,449.80214285714254,5,1.25,2021-01-09 11:15:00+00:00,True,-1.5,0.044722119090457264,-1.5447221190904572,2.4850704198512714,3.3324207627798286,AUDIT_PRIMARY_SL15_TIME24
17,17,2021-01-09 14:15:00+00:00,46930,1,-0.5356595892794959,SWEEP_RECLAIM_4,2021-01-09 22:45:00+00:00,46964,40222.0,40327.21,285.06285714285644,34,8.5,2021-01-10 11:15:00+00:00,True,-1.5,0.07073389077095796,-1.570733890770958,4.585690374052849,3.8058623661949462,AUDIT_PRIMARY_SL15_TIME24
18,18,2021-01-10 02:15:00+00:00,46978,1,-3.786331251891164,SWEEP_RECLAIM_4,2021-01-10 08:45:00+00:00,47004,40713.68,40888.59,259.40928571428543,26,6.5,2021-01-10 10:15:00+00:00,True,-1.5,0.07881096061656574,-1.5788109606165657,1.883471513576163,1.0077125777522153,AUDIT_PRIMARY_SL15_TIME24
19,19,2021-01-10 14:15:00+00:00,47026,1,-5.893711362942134,SWEEP_RECLAIM_4,2021-01-10 15:00:00+00:00,47029,39266.0,39521.71,417.42785714285645,3,0.75,2021-01-10 17:00:00+00:00,True,-1.5,0.04733956936955752,-1.5473395693695575,1.5157589249810541,1.0811209464766405,AUDIT_PRIMARY_SL15_TIME24
20,20,2021-01-11 02:15:00+00:00,47074,1,-5.691910537792827,SWEEP_RECLAIM_4,2021-01-11 05:45:00+00:00,47088,34750.01,34941.87,988.6607142857148,14,3.5,2021-01-11 06:30:00+00:00,True,-1.5,0.017671315090761305,-1.5176713150907613,1.6101276980041561,0.0,AUDIT_PRIMARY_SL15_TIME24
21,21,2021-01-11 14:15:00+00:00,47122,-1,-0.7830953906246807,SWEEP_RECLAIM_4,2021-01-11 18:45:00+00:00,47140,33287.65,32578.37,1021.3728571428575,18,4.5,2021-01-11 21:15:00+00:00,True,-1.5,0.01594832375472228,-1.5159483237547222,1.8716279629238521,1.2809915505880727,AUDIT_PRIMARY_SL15_TIME24
22,22,2021-01-12 02:15:00+00:00,47170,1,-1.5847018365015686,SWEEP_RECLAIM_4,2021-01-12 04:45:00+00:00,47180,34576.19,35335.12,520.7864285714282,10,2.5,2021-01-12 13:15:00+00:00,True,-1.5,0.03392477036789144,-1.5339247703678915,1.7983379531779615,2.608209287876441,AUDIT_PRIMARY_SL15_TIME24
23,23,2021-01-12 14:15:00+00:00,47218,1,-0.2937220234220652,SWEEP_RECLAIM_4,2021-01-12 14:30:00+00:00,47219,32890.0,33280.11,625.0421428571426,1,0.25,2021-01-13 14:30:00+00:00,False,2.3459378167643523,0.026622292896821824,2.3193155238675307,1.376083212674804,3.68723937471645,AUDIT_PRIMARY_SL15_TIME24
24,24,2021-01-13 03:00:00+00:00,47269,1,0.5358462075337916,SWEEP_RECLAIM_4,2021-01-13 04:15:00+00:00,47274,33503.25,33726.8,543.5857142857157,5,1.25,2021-01-13 05:30:00+00:00,True,-1.5,0.031022522404141734,-1.5310225224041418,1.6543849044703174,0.1622191269611838,AUDIT_PRIMARY_SL15_TIME24
25,25,2021-01-13 16:15:00+00:00,47322,1,8.179449801510133,SWEEP_RECLAIM_4,2021-01-13 16:30:00+00:00,47323,34484.06,34626.1,326.7864285714292,1,0.25,2021-01-14 16:30:00+00:00,False,16.00549944153126,0.05297970933396857,15.952519732197292,0.0,17.02423819838642,AUDIT_PRIMARY_SL15_TIME24
26,27,2021-01-14 16:30:00+00:00,47419,1,-2.937588904694169,SWEEP_RECLAIM_4,2021-01-14 18:45:00+00:00,47428,39302.57,39391.81,352.10285714285783,9,2.25,2021-01-14 21:00:00+00:00,True,-1.5,0.055937930069135534,-1.5559379300691356,1.593568437794144,1.7244676880132461,AUDIT_PRIMARY_SL15_TIME24
27,28,2021-01-15 05:30:00+00:00,47471,-1,9.100578861059327,SWEEP_RECLAIM_4,2021-01-15 07:30:00+00:00,47479,38488.51,38350.0,330.2628571428577,8,2.0,2021-01-15 10:00:00+00:00,True,-1.5,0.05805981382794648,-1.5580598138279464,1.5139456017717465,0.835697972178004,AUDIT_PRIMARY_SL15_TIME24
28,29,2021-01-15 17:30:00+00:00,47519,-1,-0.0807448975563161,SWEEP_RECLAIM_4,2021-01-15 21:45:00+00:00,47536,36332.05,36240.96,484.42285714285805,17,4.25,2021-01-16 00:00:00+00:00,True,-1.5,0.03740632741170635,-1.5374063274117065,2.421520749286335,0.5947489796399841,AUDIT_PRIMARY_SL15_TIME24
29,30,2021-01-16 05:30:00+00:00,47567,1,3.0001716777494147,SWEEP_RECLAIM_4,2021-01-16 11:15:00+00:00,47590,37240.0,37596.3,379.5000000000005,23,5.75,2021-01-16 12:15:00+00:00,True,-1.5,0.049533992094861604,-1.5495339920948616,1.95596837944664,0.9338603425559782,AUDIT_PRIMARY_SL15_TIME24
30,31,2021-01-16 17:30:00+00:00,47615,-1,3.6851795516169537,SWEEP_RECLAIM_4,2021-01-16 20:30:00+00:00,47627,36756.67,36696.5,302.5614285714286,12,3.0,2021-01-17 20:30:00+00:00,False,2.915143559985464,0.0606430571359771,2.8545005028494868,0.3057230408937028,9.363387836236324,AUDIT_PRIMARY_SL15_TIME24
31,32,2021-01-17 05:30:00+00:00,47663,1,0.044752067207349,SWEEP_RECLAIM_4,2021-01-17 06:00:00+00:00,47665,35500.0,35670.28,298.1571428571442,2,0.5,2021-01-17 06:15:00+00:00,True,-1.5,0.059817919601360466,-1.5598179196013604,2.1021465190934587,0.1314742944756022,AUDIT_PRIMARY_SL15_TIME24
32,33,2021-01-17 17:30:00+00:00,47711,-1,1.1734687499326557,SWEEP_RECLAIM_4,2021-01-17 21:30:00+00:00,47727,36767.75,36672.16,255.86642857142735,16,4.0,2021-01-18 12:00:00+00:00,True,-1.5,0.07166270347530694,-1.571662703475307,2.8619620170122335,7.283839503312319,AUDIT_PRIMARY_SL15_TIME24
33,34,2021-01-18 05:30:00+00:00,47759,1,1.1102354817525226,SWEEP_RECLAIM_4,2021-01-18 06:45:00+00:00,47764,35100.12,35223.0,283.30357142857036,5,1.25,2021-01-19 06:45:00+00:00,False,5.057260636621506,0.06216476520642948,4.995095871415076,0.13310809959029052,8.20653261897262,AUDIT_PRIMARY_SL15_TIME24
34,35,2021-01-18 17:30:00+00:00,47807,-1,-1.6975590893326302,SWEEP_RECLAIM_4,2021-01-18 19:15:00+00:00,47814,36055.0,35916.66,305.5499999999993,7,1.75,2021-01-18 20:30:00+00:00,True,-1.5,0.05877378497790884,-1.5587737849779089,1.718180330551462,0.3155293732613442,AUDIT_PRIMARY_SL15_TIME24
35,36,2021-01-19 05:30:00+00:00,47855,1,4.469661554833436,SWEEP_RECLAIM_4,2021-01-19 05:45:00+00:00,47856,36269.2,36307.88,214.38428571428554,1,0.25,2021-01-19 23:45:00+00:00,True,-1.5,0.08467943412696832,-1.5846794341269683,2.1357908695333374,7.7110129340503555,AUDIT_PRIMARY_SL15_TIME24
36,37,2021-01-19 18:00:00+00:00,47905,-1,5.082174664612411,SWEEP_RECLAIM_4,2021-01-20 06:00:00+00:00,47953,35533.0,35434.38,327.81785714285695,48,12.0,2021-01-20 08:15:00+00:00,True,-1.5,0.05404583555763765,-1.5540458355576376,1.6796522459118284,0.8674939262874561,AUDIT_PRIMARY_SL15_TIME24
37,38,2021-01-20 06:00:00+00:00,47953,-1,1.6300820359737962,SWEEP_RECLAIM_4,2021-01-20 06:30:00+00:00,47955,35560.0,35514.26,329.12642857142833,2,0.5,2021-01-21 06:30:00+00:00,False,2.322086388860563,0.053952306647250224,2.268134082213313,1.430271042174409,6.414738582871986,AUDIT_PRIMARY_SL15_TIME24
38,39,2021-01-20 19:00:00+00:00,48005,-1,1.091476211484636,SWEEP_RECLAIM_4,2021-01-20 19:45:00+00:00,48008,35291.99,35227.77,286.27928571428544,3,0.75,2021-01-20 23:15:00+00:00,True,-1.5,0.0615269279998803,-1.5615269279998802,1.7087160140821736,2.465319830036095,AUDIT_PRIMARY_SL15_TIME24
39,40,2021-01-21 07:00:00+00:00,48053,1,-9.908460795008423,SWEEP_RECLAIM_4,2021-01-21 09:30:00+00:00,48063,32660.0,32990.47,425.6392857142858,10,2.5,2021-01-21 10:00:00+00:00,True,-1.5,0.0387540237793571,-1.538754023779357,1.528218897624584,0.46586395254197666,AUDIT_PRIMARY_SL15_TIME24
40,41,2021-01-21 19:15:00+00:00,48102,-1,2.555670148483084,SWEEP_RECLAIM_4,2021-01-21 23:00:00+00:00,48117,31252.72,30830.53,443.22428571428594,15,3.75,2021-01-21 23:30:00+00:00,True,-1.5,0.03477982930280379,-1.5347798293028039,1.5174484379079265,0.01283774419271469,AUDIT_PRIMARY_SL15_TIME24
41,42,2021-01-22 07:15:00+00:00,48150,1,6.201797993241216,SWEEP_RECLAIM_4,2021-01-22 10:30:00+00:00,48163,31103.0,31232.18,475.6942857142858,13,3.25,2021-01-23 10:30:00+00:00,False,2.2406407476590617,0.032827995771593996,2.207812751887468,0.2074862006210486,5.464307808736695,AUDIT_PRIMARY_SL15_TIME24
42,43,2021-01-22 19:15:00+00:00,48198,-1,1.5267929866236003,SWEEP_RECLAIM_4,2021-01-22 20:00:00+00:00,48201,33674.33,33502.77,313.1850000000005,3,0.75,2021-01-23 20:00:00+00:00,False,4.081708894104111,0.0534871880837204,4.02822170602039,1.0496990596612208,6.698181585963547,AUDIT_PRIMARY_SL15_TIME24
43,44,2021-01-23 07:15:00+00:00,48246,-1,2.3884654096018414,SWEEP_RECLAIM_4,2021-01-23 09:00:00+00:00,48253,33040.0,32846.08,305.1585714285707,7,1.75,2021-01-24 09:00:00+00:00,False,0.6796466474104861,0.05381805244111973,0.6258285949693664,0.9164743388683131,4.722397254823036,AUDIT_PRIMARY_SL15_TIME24
44,45,2021-01-23 20:30:00+00:00,48299,-1,-2.171908223231512,SWEEP_RECLAIM_4,2021-01-23 21:15:00+00:00,48302,32250.0,32162.65,203.6992857142855,3,0.75,2021-01-23 21:45:00+00:00,True,-1.5,0.07894639857773547,-1.5789463985777354,1.560290203696618,1.6330445088874093,AUDIT_PRIMARY_SL15_TIME24
45,46,2021-01-24 08:30:00+00:00,48347,-1,5.344683022302103,SWEEP_RECLAIM_4,2021-01-24 09:30:00+00:00,48351,32794.19,32707.49,167.81928571428605,4,1.0,2021-01-24 12:00:00+00:00,True,-1.5,0.09744854371411404,-1.5974485437141142,1.6238300552890523,1.2232205561254363,AUDIT_PRIMARY_SL15_TIME24
46,47,2021-01-24 20:30:00+00:00,48395,1,8.14193743213459,SWEEP_RECLAIM_4,2021-01-25 01:30:00+00:00,48415,32468.0,32645.54,253.51928571428627,20,5.0,2021-01-25 21:30:00+00:00,True,-1.5,0.06438472700019991,-1.5643847270001998,1.7574205399983656,8.813767338072314,AUDIT_PRIMARY_SL15_TIME24
47,48,2021-01-25 08:45:00+00:00,48444,1,0.0466855295068782,SWEEP_RECLAIM_4,2021-01-25 10:15:00+00:00,48450,32920.0,33067.0,237.86642857142837,6,1.5,2021-01-25 21:15:00+00:00,True,-1.5,0.06950749670433293,-1.569507496704333,2.5319251800980695,7.621924669607499,AUDIT_PRIMARY_SL15_TIME24
48,49,2021-01-25 21:45:00+00:00,48496,-1,2.6370740484939645,SWEEP_RECLAIM_4,2021-01-26 00:15:00+00:00,48506,32647.9,32543.96,450.2314285714287,10,2.5,2021-01-27 00:15:00+00:00,False,0.5125808314454127,0.03614136856600731,0.47643946287940536,0.9018473039262365,3.8512637944929877,AUDIT_PRIMARY_SL15_TIME24
49,50,2021-01-26 12:15:00+00:00,48554,-1,-2.103800810512097,SWEEP_RECLAIM_4,2021-01-26 16:00:00+00:00,48569,31900.0,31498.36,372.68857142857087,15,3.75,2021-01-26 16:45:00+00:00,True,-1.5,0.04225828535506481,-1.5422582853550648,1.614323717236146,0.48209152030420466,AUDIT_PRIMARY_SL15_TIME24
50,52,2021-01-27 12:15:00+00:00,48650,1,-1.1907145989743722,SWEEP_RECLAIM_4,2021-01-27 14:00:00+00:00,48657,30246.7,30419.97,353.02142857142854,7,1.75,2021-01-27 14:30:00+00:00,True,-1.5,0.043085160755114024,-1.543085160755114,2.6425024786030815,0.30454241952127103,AUDIT_PRIMARY_SL15_TIME24
51,53,2021-01-28 00:15:00+00:00,48698,-1,-3.504126988865344,SWEEP_RECLAIM_4,2021-01-28 01:00:00+00:00,48701,30734.72,30629.31,370.6335714285714,3,0.75,2021-01-28 02:00:00+00:00,True,-1.5,0.041320204591751196,-1.5413202045917511,1.5308920824765258,0.6839909267335719,AUDIT_PRIMARY_SL15_TIME24
52,54,2021-01-28 13:00:00+00:00,48749,-1,-11.259130781720168,SWEEP_RECLAIM_4,2021-01-28 17:00:00+00:00,48765,32450.0,32314.83,318.0978571428576,16,4.0,2021-01-28 20:00:00+00:00,True,-1.5,0.05079385049973384,-1.5507938504997338,1.766531862387359,0.6586966724076442,AUDIT_PRIMARY_SL15_TIME24
53,55,2021-01-29 01:15:00+00:00,48798,-1,-10.450676233739442,SWEEP_RECLAIM_4,2021-01-29 09:00:00+00:00,48829,36929.0,36073.78,785.9978571428575,31,7.75,2021-01-29 09:15:00+00:00,True,-1.5,0.02294775976306732,-1.5229477597630674,2.1847642260020708,0.38647688061671864,AUDIT_PRIMARY_SL15_TIME24
54,56,2021-01-29 13:15:00+00:00,48846,-1,3.936008809232563,SWEEP_RECLAIM_4,2021-01-29 16:15:00+00:00,48858,37577.84,37057.5,631.8199999999991,12,3.0,2021-01-30 16:15:00+00:00,False,5.4840619163685975,0.0293259947453389,5.454735921623259,0.16870311164571658,6.660821119939236,AUDIT_PRIMARY_SL15_TIME24
55,57,2021-01-30 01:15:00+00:00,48894,1,-1.6783007503963234,SWEEP_RECLAIM_4,2021-01-30 02:15:00+00:00,48898,33967.58,34392.14,487.1578571428566,4,1.0,2021-01-30 03:00:00+00:00,True,-1.5,0.0352987635278093,-1.5352987635278093,1.5890947639442194,0.17602097296124333,AUDIT_PRIMARY_SL15_TIME24
56,58,2021-01-30 13:15:00+00:00,48942,1,0.5644022116889553,SWEEP_RECLAIM_4,2021-01-30 21:15:00+00:00,48974,34100.0,34254.73,197.6592857142849,32,8.0,2021-01-31 00:30:00+00:00,True,-1.5,0.08665095058957911,-1.5866509505895792,1.7578733968626064,2.9066178091448807,AUDIT_PRIMARY_SL15_TIME24
57,59,2021-01-31 01:15:00+00:00,48990,-1,1.290023296685329,SWEEP_RECLAIM_4,2021-01-31 11:00:00+00:00,49029,33784.78,33661.82,235.30000000000084,39,9.75,2021-01-31 12:30:00+00:00,True,-1.5,0.07152957926051823,-1.5715295792605182,2.5762005949851177,1.1127071823204369,AUDIT_PRIMARY_SL15_TIME24
58,60,2021-01-31 13:45:00+00:00,49040,-1,1.219620843928052,SWEEP_RECLAIM_4,2021-01-31 17:00:00+00:00,49053,33111.4,32915.69,296.7314285714274,13,3.25,2021-02-01 01:30:00+00:00,True,-1.5,0.055463774360653445,-1.5554637743606534,1.9691544061007549,2.435367239254367,AUDIT_PRIMARY_SL15_TIME24
59,61,2021-02-01 01:45:00+00:00,49088,1,1.0239475971382714,SWEEP_RECLAIM_4,2021-02-01 04:00:00+00:00,49097,33500.6,33722.3,285.72071428571456,9,2.25,2021-02-01 15:45:00+00:00,True,-1.5,0.059012697214312626,-1.5590126972143126,1.9220167546230313,3.4918714328927463,AUDIT_PRIMARY_SL15_TIME24
60,63,2021-02-02 01:45:00+00:00,49184,-1,-5.205484061451549,SWEEP_RECLAIM_4,2021-02-02 02:00:00+00:00,49185,33832.86,33697.13,221.1428571428582,1,0.25,2021-02-02 05:45:00+00:00,True,-1.5,0.07618860142118827,-1.5761886014211883,2.020639534883738,0.7105361757105791,AUDIT_PRIMARY_SL15_TIME24
61,64,2021-02-02 13:45:00+00:00,49232,-1,-4.730895458496039,SWEEP_RECLAIM_4,2021-02-02 15:15:00+00:00,49238,34928.0,34806.26,250.4392857142853,6,1.5,2021-02-02 16:30:00+00:00,True,-1.5,0.06949041541291742,-1.5694904154129175,1.8200419263294434,0.8989005034011786,AUDIT_PRIMARY_SL15_TIME24
62,65,2021-02-03 01:45:00+00:00,49280,1,2.724760918784591,SWEEP_RECLAIM_4,2021-02-03 02:00:00+00:00,49281,35913.19,35950.73,222.63642857142779,1,0.25,2021-02-03 09:15:00+00:00,True,-1.5,0.08073865142079846,-1.5807386514207984,1.5807835324087156,4.331411558241967,AUDIT_PRIMARY_SL15_TIME24
63,66,2021-02-03 13:45:00+00:00,49328,1,6.424599028809756,SWEEP_RECLAIM_4,2021-02-03 18:15:00+00:00,49346,36956.34,37100.47,273.8878571428572,18,4.5,2021-02-03 20:00:00+00:00,True,-1.5,0.06772930787626844,-1.5677293078762684,1.5658598540069935,0.5075800053723644,AUDIT_PRIMARY_SL15_TIME24
64,67,2021-02-04 01:45:00+00:00,49376,1,-2.2033131403784205,SWEEP_RECLAIM_4,2021-02-04 04:00:00+00:00,49385,37400.0,37724.62,307.94857142857137,9,2.25,2021-02-04 08:45:00+00:00,True,-1.5,0.06125149375591473,-1.5612514937559148,2.086939377632647,3.5992373494646523,AUDIT_PRIMARY_SL15_TIME24
65,68,2021-02-04 15:30:00+00:00,49431,-1,-2.3899290441834053,SWEEP_RECLAIM_4,2021-02-04 16:30:00+00:00,49435,36865.9,36769.62,335.71571428571406,4,1.0,2021-02-04 18:15:00+00:00,True,-1.5,0.054763030795613676,-1.5547630307956137,2.09632724967127,0.14780362636755529,AUDIT_PRIMARY_SL15_TIME24
66,69,2021-02-05 03:45:00+00:00,49480,1,2.3690811200520785,SWEEP_RECLAIM_4,2021-02-05 13:30:00+00:00,49519,37871.0,38027.7,206.0021428571428,39,9.75,2021-02-05 16:00:00+00:00,True,-1.5,0.09229928260108254,-1.5922992826010824,1.9499797158836631,1.8646407977725747,AUDIT_PRIMARY_SL15_TIME24
67,70,2021-02-05 15:45:00+00:00,49528,-1,-5.9688738848506215,SWEEP_RECLAIM_4,2021-02-05 20:15:00+00:00,49546,37722.57,37660.61,200.84428571428467,18,4.5,2021-02-05 21:00:00+00:00,True,-1.5,0.09375574183269247,-1.5937557418326924,1.5354681309614464,0.09763782887951916,AUDIT_PRIMARY_SL15_TIME24
68,71,2021-02-06 03:45:00+00:00,49576,1,3.2220081830194616,SWEEP_RECLAIM_4,2021-02-06 04:15:00+00:00,49578,39100.0,39285.3,441.04928571428434,2,0.5,2021-02-07 01:45:00+00:00,True,-1.5,0.044536179144216294,-1.5445361791442163,1.7346133975956808,3.8705424887727244,AUDIT_PRIMARY_SL15_TIME24
69,72,2021-02-06 16:00:00+00:00,49625,1,-7.673713997625597,SWEEP_RECLAIM_4,2021-02-06 22:00:00+00:00,49649,40102.71,40451.51,236.31357142857138,24,6.0,2021-02-06 22:45:00+00:00,True,-1.5,0.08558863072370552,-1.5855886307237055,1.9058998485668235,0.556421703608091,AUDIT_PRIMARY_SL15_TIME24
70,73,2021-02-07 05:45:00+00:00,49680,1,-2.177067530244673,SWEEP_RECLAIM_4,2021-02-07 16:15:00+00:00,49722,37600.0,37802.34,405.4571428571435,42,10.5,2021-02-08 16:15:00+00:00,False,14.08637164399971,0.04661693679092375,14.039754707208786,0.21324078641392183,17.907934606440676,AUDIT_PRIMARY_SL15_TIME24
71,74,2021-02-07 17:45:00+00:00,49728,1,2.1501885881651943,SWEEP_RECLAIM_4,2021-02-07 22:30:00+00:00,49747,38351.58,38499.76,238.22642857142844,19,4.75,2021-02-08 03:45:00+00:00,True,-1.5,0.0808049724601745,-1.5808049724601745,1.8879517385920455,2.8803269398561335,AUDIT_PRIMARY_SL15_TIME24
72,75,2021-02-08 06:45:00+00:00,49780,1,14.344611331135834,SWEEP_RECLAIM_4,2021-02-08 08:45:00+00:00,49788,39127.32,39234.09,217.65071428571537,8,2.0,2021-02-09 08:45:00+00:00,False,36.844124432658965,0.09013085513814684,36.753993577520816,1.4413460623344632,41.498921929303314,AUDIT_PRIMARY_SL15_TIME24
73,76,2021-02-08 18:45:00+00:00,49828,1,10.426634612620203,SWEEP_RECLAIM_4,2021-02-09 01:30:00+00:00,49855,46004.0,46382.16,791.9457142857136,27,6.75,2021-02-09 13:00:00+00:00,True,-1.5,0.029283673844888388,-1.5292836738448883,1.6724757468946323,2.379203480758059,AUDIT_PRIMARY_SL15_TIME24
74,77,2021-02-09 06:45:00+00:00,49876,-1,2.3721450493646024,SWEEP_RECLAIM_4,2021-02-09 07:00:00+00:00,49877,48250.0,48064.45,481.4071428571432,1,0.25,2021-02-10 07:00:00+00:00,False,2.991044111755706,0.04992079024288912,2.941123321512817,0.23522708725908753,6.245856640503273,AUDIT_PRIMARY_SL15_TIME24
75,78,2021-02-09 19:45:00+00:00,49928,-1,1.109814907323056,SWEEP_RECLAIM_4,2021-02-10 02:30:00+00:00,49955,46700.0,46606.3,306.95142857142855,27,6.75,2021-02-10 07:30:00+00:00,True,-1.5,0.07591803728835647,-1.5759180372883566,1.6083977921122838,2.9851628456805734,AUDIT_PRIMARY_SL15_TIME24
76,79,2021-02-10 08:00:00+00:00,49977,-1,4.937484039367677,SWEEP_RECLAIM_4,2021-02-10 10:15:00+00:00,49986,47343.5,47127.67,354.2035714285713,9,2.25,2021-02-11 10:15:00+00:00,False,4.627000211742647,0.06652624902951292,4.560473962713134,0.5986670296540613,9.479492220978653,AUDIT_PRIMARY_SL15_TIME24
