available_time,close,atr14,bias,resolution,target_dir,touch_time,time_to_touch_min,D1_HTF_BIAS,D2_TREND_PRESSURE,D3_PRE12H_MOMENTUM,D4_CONSENSUS_2OF3
2022-08-17 08:00:00,1778.61,6.775779126721792,NEUTRAL,BEAR_FIRST,-1.0,2022-08-17 13:28:00,328.0,0,0,1,0
2022-08-17 12:00:00,1775.12,7.0275091890988035,NEUTRAL,BEAR_FIRST,-1.0,2022-08-17 14:18:00,138.0,0,0,1,0
2022-09-21 08:00:00,1661.99,7.747778514360746,BEAR,BULL_FIRST,1.0,2022-09-21 09:14:00,74.0,-1,-1,-1,-1
2022-09-21 16:00:00,1674.21,8.106911065953893,BEAR,BEAR_FIRST,-1.0,2022-09-21 18:05:00,125.0,-1,0,1,0
2022-09-21 20:00:00,1665.27,8.24856027552861,BEAR,BEAR_FIRST,-1.0,2022-09-21 21:05:00,65.0,-1,-1,1,-1
2022-10-10 04:00:00,1694.58,9.92412693359353,NEUTRAL,BEAR_FIRST,-1.0,2022-10-10 10:44:00,404.0,0,0,0,0
2022-10-10 08:00:00,1686.67,10.001689295479707,NEUTRAL,BEAR_FIRST,-1.0,2022-10-10 14:42:00,402.0,0,0,0,0
2022-10-19 04:00:00,1653.07,9.671405823203296,BEAR,BEAR_FIRST,-1.0,2022-10-19 09:23:00,323.0,-1,-1,-1,-1
2022-10-19 08:00:00,1646.32,9.534876835831648,BEAR,BEAR_FIRST,-1.0,2022-10-19 13:22:00,322.0,-1,-1,-1,-1
2022-10-19 12:00:00,1640.78,9.580957061843662,BEAR,BEAR_FIRST,-1.0,2022-10-19 15:22:00,202.0,-1,-1,-1,-1
2022-10-19 16:00:00,1634.9,9.737317271711987,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2022-10-20 08:00:00,1632.84,8.973732262530348,BEAR,NO_BREAKOUT,0.0,,,-1,-1,1,-1
2022-10-20 12:00:00,1629.27,8.901322815206754,BEAR,BULL_FIRST,1.0,2022-10-20 13:43:00,103.0,-1,-1,1,-1
2022-10-20 16:00:00,1632.61,9.027656899834849,BEAR,BULL_FIRST,1.0,2022-10-20 17:20:00,80.0,-1,-1,1,-1
2022-10-20 20:00:00,1636.23,9.472109978418073,BEAR,BEAR_FIRST,-1.0,2022-10-20 22:20:00,140.0,-1,-1,1,-1
2022-10-21 00:00:00,1627.87,9.61910212281678,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2022-10-21 04:00:00,1626.82,9.16345197118701,BEAR,BEAR_FIRST,-1.0,2022-10-21 10:14:00,374.0,-1,-1,-1,-1
2022-10-21 08:00:00,1621.82,9.081062544673651,BEAR,BULL_FIRST,1.0,2022-10-21 15:58:00,478.0,-1,-1,-1,-1
2022-10-28 04:00:00,1661.89,8.770562702805991,NEUTRAL,BEAR_FIRST,-1.0,2022-10-28 10:13:00,373.0,0,1,1,1
2022-10-28 08:00:00,1664.5,8.564808224034143,NEUTRAL,BEAR_FIRST,-1.0,2022-10-28 10:00:00,120.0,0,1,1,1
2022-10-31 04:00:00,1642.21,8.796709555405332,BEAR,NO_BREAKOUT,0.0,,,-1,-1,0,-1
2022-10-31 08:00:00,1644.33,8.521944587162098,BEAR,BEAR_FIRST,-1.0,2022-10-31 11:34:00,214.0,-1,-1,0,-1
2022-10-31 12:00:00,1637.06,8.629662830936248,BEAR,NO_BREAKOUT,0.0,,,-1,-1,0,-1
2022-10-31 16:00:00,1637.06,8.47397262872652,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2022-11-02 12:00:00,1652.25,7.988813824047955,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,1,0
2022-11-02 16:00:00,1656.91,7.913184265187375,NEUTRAL,BEAR_FIRST,-1.0,2022-11-02 17:33:00,93.0,0,0,1,0
2022-11-17 04:00:00,1769.77,9.714791581837817,BULL,NO_BREAKOUT,0.0,,,1,1,-1,1
2022-11-17 08:00:00,1763.01,9.628020754563687,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2022-11-17 12:00:00,1765.46,9.526733557809141,BULL,BEAR_FIRST,-1.0,2022-11-17 16:00:00,240.0,1,0,-1,0
2022-11-17 16:00:00,1756.58,9.654109732251342,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2022-11-17 20:00:00,1760.2,9.567387608519107,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2022-11-18 00:00:00,1760.59,9.088288493624878,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2022-11-18 04:00:00,1762.93,8.81412502979453,BULL,NO_BREAKOUT,0.0,,,1,0,1,1
2022-11-18 08:00:00,1764.03,8.50668752766635,BULL,NO_BREAKOUT,0.0,,,1,0,1,1
2022-11-18 12:00:00,1764.19,8.395495561404472,BULL,BEAR_FIRST,-1.0,2022-11-18 16:29:00,269.0,1,0,1,1
2022-11-18 16:00:00,1760.19,8.33510302130415,BULL,BEAR_FIRST,-1.0,2022-11-18 16:49:00,49.0,1,0,-1,0
2022-11-18 20:00:00,1751.33,8.544738519782424,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2022-11-19 00:00:00,1749.86,8.31368576836939,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2022-11-21 04:00:00,1746.25,8.334136784914428,BULL,BEAR_FIRST,-1.0,2022-11-21 11:44:00,464.0,1,0,0,0
2022-11-21 08:00:00,1746.68,7.9888413002776835,BULL,BEAR_FIRST,-1.0,2022-11-21 11:42:00,222.0,1,0,0,0
2022-11-22 20:00:00,1739.59,7.916641226524787,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,-1,0
2022-11-23 00:00:00,1740.15,7.6154525674873055,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,-1,0
2022-11-23 04:00:00,1740.28,7.345777384095365,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,-1,0
2022-11-23 08:00:00,1736.53,7.448936142374265,NEUTRAL,BULL_FIRST,1.0,2022-11-23 09:37:00,97.0,0,0,-1,0
2022-11-23 12:00:00,1739.55,7.644726417918965,NEUTRAL,BEAR_FIRST,-1.0,2022-11-23 15:30:00,210.0,0,0,-1,0
2022-11-23 16:00:00,1736.72,8.26081738806761,NEUTRAL,BULL_FIRST,1.0,2022-11-23 16:50:00,50.0,0,0,-1,0
2022-11-23 20:00:00,1743.31,8.531473288919921,NEUTRAL,BULL_FIRST,1.0,2022-11-23 21:03:00,63.0,0,0,1,0
2022-11-24 00:00:00,1749.56,8.689225196854213,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,1,0
2022-11-24 08:00:00,1753.18,8.230811521777351,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2022-11-24 12:00:00,1756.29,8.05432498450754,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2022-11-24 16:00:00,1756.95,7.7704446284712985,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2022-11-24 20:00:00,1755.4,7.472555726437628,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2022-11-25 00:00:00,1755.27,7.061658888834942,BULL,NO_BREAKOUT,0.0,,,1,1,-1,1
2022-11-25 04:00:00,1756.61,6.930111825346734,BULL,BEAR_FIRST,-1.0,2022-11-25 11:46:00,466.0,1,1,-1,1
2022-11-25 08:00:00,1756.63,6.820103837821975,BULL,BEAR_FIRST,-1.0,2022-11-25 11:46:00,226.0,1,1,1,1
2022-11-25 12:00:00,1750.92,6.890810706548973,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2022-11-25 16:00:00,1748.35,7.006467084652617,BULL,BULL_FIRST,1.0,2022-11-25 19:11:00,191.0,1,0,-1,0
2022-11-25 20:00:00,1753.19,7.109576578606005,BULL,NO_BREAKOUT,0.0,,,1,1,-1,1
2022-11-26 00:00:00,1756.1,6.8524639658484325,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2022-11-28 04:00:00,1746.85,7.083716539716396,BULL,BULL_FIRST,1.0,2022-11-28 09:14:00,314.0,1,0,0,0
2022-11-28 08:00:00,1749.47,7.007022501165224,BULL,BULL_FIRST,1.0,2022-11-28 10:26:00,146.0,1,0,0,0
2022-11-28 12:00:00,1760.95,7.483663751081982,BULL,BEAR_FIRST,-1.0,2022-11-28 15:07:00,187.0,1,1,0,1
2022-11-30 08:00:00,1753.81,7.490349936842841,BULL,BULL_FIRST,1.0,2022-11-30 11:12:00,192.0,1,1,1,1
2022-12-09 12:00:00,1792.69,7.954300381376102,BULL,BULL_FIRST,1.0,2022-12-09 13:51:00,111.0,1,1,1,1
2022-12-13 12:00:00,1784.52,7.4454549483333805,BULL,BULL_FIRST,1.0,2022-12-13 15:29:00,209.0,1,0,1,1
2022-12-23 08:00:00,1794.76,8.171054110908369,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,1,0
2022-12-23 12:00:00,1798.62,7.926693102986342,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,1,0
2022-12-23 16:00:00,1794.25,7.8633578813444585,NEUTRAL,BULL_FIRST,1.0,2022-12-23 18:10:00,130.0,0,0,-1,0
2022-12-23 20:00:00,1797.19,8.162403746962708,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,1,0
2022-12-24 00:00:00,1798.0,7.910089193608237,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,-1,0
2022-12-27 04:00:00,1804.5,7.8157971083505,BULL,NO_BREAKOUT,0.0,,,1,1,0,1
2022-12-27 08:00:00,1805.81,7.6232401720397425,BULL,NO_BREAKOUT,0.0,,,1,1,0,1
2022-12-27 12:00:00,1808.59,7.423723016894042,BULL,BULL_FIRST,1.0,2022-12-27 17:10:00,310.0,1,1,0,1
2022-12-27 16:00:00,1806.48,7.293457087115889,BULL,BULL_FIRST,1.0,2022-12-27 17:08:00,68.0,1,1,1,1
2022-12-31 00:00:00,1824.51,7.703215889963313,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-01-24 08:00:00,1934.04,9.205727329054469,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-01-24 12:00:00,1936.15,9.161032519836303,BULL,BEAR_FIRST,-1.0,2023-01-24 16:45:00,285.0,1,1,1,1
2023-01-24 16:00:00,1932.46,9.150958768419423,BULL,BEAR_FIRST,-1.0,2023-01-24 16:57:00,57.0,1,1,-1,1
2023-01-25 04:00:00,1937.34,9.152137906055923,BULL,BEAR_FIRST,-1.0,2023-01-25 06:59:00,179.0,1,1,1,1
2023-01-25 16:00:00,1922.29,9.283315225803536,BULL,BULL_FIRST,1.0,2023-01-25 16:45:00,45.0,1,0,-1,0
2023-01-31 00:00:00,1922.76,9.235945842014045,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2023-01-31 04:00:00,1925.22,9.02980685329875,BULL,BEAR_FIRST,-1.0,2023-01-31 08:02:00,242.0,1,0,-1,0
2023-01-31 08:00:00,1917.31,9.052677792348833,NEUTRAL,BEAR_FIRST,-1.0,2023-01-31 10:14:00,134.0,0,0,-1,0
2023-02-01 20:00:00,1925.64,9.076368069945339,BULL,BULL_FIRST,1.0,2023-02-01 21:40:00,100.0,1,0,-1,0
2023-02-09 16:00:00,1889.56,9.798942165029016,NEUTRAL,BEAR_FIRST,-1.0,2023-02-09 16:58:00,58.0,0,0,1,0
2023-02-21 08:00:00,1839.73,7.641000968530034,BEAR,BEAR_FIRST,-1.0,2023-02-21 10:17:00,137.0,-1,-1,-1,-1
2023-02-21 12:00:00,1835.44,7.713072327920752,BEAR,BULL_FIRST,1.0,2023-02-21 16:35:00,275.0,-1,-1,-1,-1
2023-02-21 16:00:00,1836.77,7.652138590212121,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-02-21 20:00:00,1836.75,7.940557262339814,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-02-22 00:00:00,1834.6,7.783374600744114,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-02-22 04:00:00,1836.29,7.50313355783383,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-02-22 08:00:00,1836.98,7.177909732274274,BEAR,BULL_FIRST,1.0,2023-02-22 14:32:00,392.0,-1,-1,1,-1
2023-02-22 12:00:00,1833.95,7.253773322826096,BEAR,BULL_FIRST,1.0,2023-02-22 14:18:00,138.0,-1,-1,-1,-1
2023-02-22 16:00:00,1838.6,7.7320752283385215,BEAR,BEAR_FIRST,-1.0,2023-02-22 19:35:00,215.0,-1,0,1,0
2023-02-22 20:00:00,1833.13,7.779069854885761,BEAR,BEAR_FIRST,-1.0,2023-02-22 21:46:00,106.0,-1,-1,-1,-1
2023-02-23 00:00:00,1824.99,7.989136293822495,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-02-23 04:00:00,1827.77,7.821340844263736,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-02-23 08:00:00,1828.93,7.556245069673479,BEAR,BEAR_FIRST,-1.0,2023-02-23 15:32:00,452.0,-1,-1,-1,-1
2023-02-23 12:00:00,1826.24,7.5943704218396535,BEAR,BEAR_FIRST,-1.0,2023-02-23 15:42:00,222.0,-1,-1,1,-1
2023-02-23 16:00:00,1825.52,7.8490582488510965,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-02-23 20:00:00,1821.23,8.123411231076023,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-02-24 00:00:00,1822.61,7.898881857427737,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-02-24 04:00:00,1826.04,7.692533153325756,BEAR,NO_BREAKOUT,0.0,,,-1,-1,1,-1
2023-02-24 08:00:00,1824.6,7.409495070945345,BEAR,BEAR_FIRST,-1.0,2023-02-24 14:05:00,365.0,-1,-1,1,-1
2023-02-24 12:00:00,1821.59,7.348816851592103,BEAR,BEAR_FIRST,-1.0,2023-02-24 15:30:00,210.0,-1,-1,-1,-1
2023-02-24 16:00:00,1815.79,7.733187076478383,BEAR,NO_BREAKOUT,0.0,,,-1,-1,-1,-1
2023-03-07 04:00:00,1847.81,6.41914878942356,NEUTRAL,NO_BREAKOUT,0.0,,,0,1,-1,0
2023-03-07 08:00:00,1847.45,6.239923875893312,NEUTRAL,BEAR_FIRST,-1.0,2023-03-07 13:52:00,352.0,0,1,-1,0
2023-03-07 12:00:00,1843.79,6.382786456186647,NEUTRAL,BEAR_FIRST,-1.0,2023-03-07 15:18:00,198.0,0,0,-1,0
2023-03-07 16:00:00,1835.45,6.7061588521733215,NEUTRAL,BEAR_FIRST,-1.0,2023-03-07 17:01:00,61.0,0,0,-1,0
2023-03-28 20:00:00,1969.04,12.349779348013003,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-03-29 00:00:00,1973.51,11.929080823154933,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-03-29 04:00:00,1970.41,11.392717907215285,BULL,BEAR_FIRST,-1.0,2023-03-29 10:07:00,367.0,1,1,1,1
2023-03-29 08:00:00,1966.21,11.008952342414192,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2023-03-29 12:00:00,1964.3,10.86331288938461,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2023-03-29 16:00:00,1964.87,10.566647682999998,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2023-03-29 20:00:00,1965.05,10.60188713421428,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2023-03-30 00:00:00,1963.39,10.423895196056126,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2023-03-30 04:00:00,1961.45,9.972188396337842,BULL,BULL_FIRST,1.0,2023-03-30 10:03:00,363.0,1,0,-1,0
2023-03-30 08:00:00,1960.84,9.734174939456576,BULL,BULL_FIRST,1.0,2023-03-30 10:02:00,122.0,1,0,-1,0
2023-03-30 12:00:00,1967.91,9.842448158066821,BULL,BULL_FIRST,1.0,2023-03-30 19:03:00,423.0,1,1,1,1
2023-03-30 16:00:00,1970.28,9.74798757534776,BULL,BULL_FIRST,1.0,2023-03-30 19:27:00,207.0,1,1,1,1
2023-03-30 20:00:00,1983.13,10.503131319965773,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-03-31 00:00:00,1980.48,10.133621939968211,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-03-31 04:00:00,1979.6,9.612648944256192,BULL,NO_BREAKOUT,0.0,,,1,1,1,1
2023-03-31 08:00:00,1980.74,9.251031162523605,BULL,NO_BREAKOUT,0.0,,,1,1,-1,1
2023-03-31 12:00:00,1975.11,9.433100365200488,BULL,BULL_FIRST,1.0,2023-03-31 15:32:00,212.0,1,1,-1,1
2023-03-31 16:00:00,1979.61,9.64573605340046,BULL,BEAR_FIRST,-1.0,2023-03-31 20:27:00,267.0,1,1,1,1
2023-03-31 20:00:00,1977.13,9.616040621014715,BULL,BEAR_FIRST,-1.0,2023-03-31 20:55:00,55.0,1,1,-1,1
2023-04-01 00:00:00,1968.81,9.669894862370816,BULL,NO_BREAKOUT,0.0,,,1,0,-1,0
2023-04-03 04:00:00,1962.33,9.839902372201468,BULL,BEAR_FIRST,-1.0,2023-04-03 05:57:00,117.0,1,0,0,0
2023-04-03 08:00:00,1952.55,10.19848077418707,NEUTRAL,BULL_FIRST,1.0,2023-04-03 11:03:00,183.0,0,0,0,0
2023-04-04 12:00:00,1980.66,9.996058238736184,BULL,BULL_FIRST,1.0,2023-04-04 16:42:00,282.0,1,1,-1,1
2023-04-04 16:00:00,1983.65,9.792054078826448,BULL,BULL_FIRST,1.0,2023-04-04 17:00:00,60.0,1,1,1,1
2023-04-11 16:00:00,1998.56,9.636477236616797,BULL,NO_BREAKOUT,0.0,,,1,0,1,1
2023-04-12 00:00:00,2003.1,9.449411494837953,BULL,BULL_FIRST,1.0,2023-04-12 04:40:00,280.0,1,1,-1,1
2023-04-12 04:00:00,2005.48,8.948739245206674,BULL,BULL_FIRST,1.0,2023-04-12 04:59:00,59.0,1,1,1,1
2023-04-12 08:00:00,2020.34,9.535972156263329,BULL,BEAR_FIRST,-1.0,2023-04-12 11:08:00,188.0,1,1,1,1
2023-04-21 04:00:00,2004.49,10.434084128826218,NEUTRAL,BEAR_FIRST,-1.0,2023-04-21 08:52:00,292.0,0,0,-1,0
2023-04-21 08:00:00,2000.56,10.035220976767212,NEUTRAL,BEAR_FIRST,-1.0,2023-04-21 09:28:00,88.0,0,0,-1,0
2023-04-24 08:00:00,1979.5,10.528262174143116,NEUTRAL,NO_BREAKOUT,0.0,,,0,-1,0,0
2023-04-24 12:00:00,1985.03,10.399100590275753,NEUTRAL,BEAR_FIRST,-1.0,2023-04-24 16:51:00,291.0,0,-1,0,0
2023-04-24 16:00:00,1983.85,10.081307690970345,NEUTRAL,NO_BREAKOUT,0.0,,,0,-1,1,0
2023-04-24 20:00:00,1986.6,10.33192857018676,NEUTRAL,BULL_FIRST,1.0,2023-04-25 03:35:00,455.0,0,-1,1,0
2023-04-25 00:00:00,1989.35,9.900362243744846,NEUTRAL,BULL_FIRST,1.0,2023-04-25 03:45:00,225.0,0,-1,1,0
2023-04-25 04:00:00,1996.85,10.0181935120488,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,1,0
2023-04-25 08:00:00,1991.07,9.993322546902446,NEUTRAL,BEAR_FIRST,-1.0,2023-04-25 14:01:00,361.0,0,-1,1,0
2023-04-25 12:00:00,1988.47,10.023085222123706,NEUTRAL,BEAR_FIRST,-1.0,2023-04-25 14:41:00,161.0,0,-1,-1,-1
2023-04-26 08:00:00,1995.53,10.297366092584172,NEUTRAL,NO_BREAKOUT,0.0,,,0,0,1,0
2023-04-26 12:00:00,1997.73,9.913268514542434,NEUTRAL,BULL_FIRST,1.0,2023-04-26 16:26:00,266.0,0,0,1,0
2023-04-26 16:00:00,1997.95,9.9416064777894,NEUTRAL,BULL_FIRST,1.0,2023-04-26 16:27:00,27.0,0,0,1,0
2023-04-27 04:00:00,1991.44,10.209635361407905,NEUTRAL,BULL_FIRST,1.0,2023-04-27 08:13:00,253.0,0,-1,-1,-1
2023-04-27 12:00:00,1998.15,9.980399877948651,NEUTRAL,BEAR_FIRST,-1.0,2023-04-27 15:35:00,215.0,0,0,1,0
2023-04-28 08:00:00,1987.34,9.94797716703457,NEUTRAL,BEAR_FIRST,-1.0,2023-04-28 15:31:00,451.0,0,-1,1,0
2023-04-28 12:00:00,1983.39,9.93597879796067,NEUTRAL,BULL_FIRST,1.0,2023-04-28 17:59:00,359.0,0,-1,-1,-1
2023-04-28 16:00:00,1984.19,10.039123169534902,NEUTRAL,BULL_FIRST,1.0,2023-04-28 18:01:00,121.0,0,-1,-1,-1
2023-04-29 00:00:00,1989.27,9.89261130434387,NEUTRAL,NO_BREAKOUT,0.0,,,0,-1,1,0
2023-05-01 04:00:00,1983.92,9.767424782605012,NEUTRAL,NO_BREAKOUT,0.0,,,0,-1,0,0
2023-05-01 08:00:00,1984.16,9.481894440990366,NEUTRAL,BULL_FIRST,1.0,2023-05-01 15:22:00,442.0,0,-1,0,0
2023-05-01 12:00:00,1977.28,9.309616266633924,NEUTRAL,BULL_FIRST,1.0,2023-05-01 13:04:00,64.0,0,-1,0,0
2023-05-24 04:00:00,1975.01,8.799981001083275,BEAR,NO_BREAKOUT,0.0,,,-1,0,1,0
2023-05-24 08:00:00,1977.56,8.594268072434476,BEAR,NO_BREAKOUT,0.0,,,-1,0,1,0
2023-05-24 12:00:00,1976.2,8.686106067260576,BEAR,BULL_FIRST,1.0,2023-05-24 15:21:00,201.0,-1,0,1,0
2023-05-31 04:00:00,1959.64,8.499551285128613,BEAR,NO_BREAKOUT,0.0,,,-1,0,1,0
2023-05-31 08:00:00,1960.08,8.38101190761942,BEAR,NO_BREAKOUT,0.0,,,-1,0,1,0
2023-05-31 12:00:00,1955.32,8.50451105707517,BEAR,BULL_FIRST,1.0,2023-05-31 16:11:00,251.0,-1,0,-1,-1
2023-05-31 16:00:00,1962.69,8.51490312442695,BEAR,BULL_FIRST,1.0,2023-05-31 16:48:00,48.0,-1,0,1,0
2023-06-13 08:00:00,1960.87,7.439812619916668,BEAR,AMBIGUOUS,0.0,2023-06-13 15:30:00,450.0,-1,0,1,0
2023-06-13 12:00:00,1964.17,7.4119688613511885,NEUTRAL,BEAR_FIRST,-1.0,2023-06-13 15:30:00,210.0,0,0,1,0
2023-06-27 04:00:00,1922.74,7.237920317851242,BEAR,BULL_FIRST,1.0,2023-06-27 04:53:00,53.0,-1,-1,-1,-1
2023-06-27 08:00:00,1928.47,7.271640295147568,BEAR,BEAR_FIRST,-1.0,2023-06-27 14:21:00,381.0,-1,0,1,0
2023-06-27 12:00:00,1925.59,7.14580884549417,BEAR,BEAR_FIRST,-1.0,2023-06-27 17:01:00,301.0,-1,-1,1,-1
2023-07-06 12:00:00,1918.09,6.085356808127072,BEAR,BULL_FIRST,1.0,2023-07-06 13:49:00,109.0,-1,-1,1,-1
2023-07-07 08:00:00,1912.14,6.777005703278254,BEAR,BULL_FIRST,1.0,2023-07-07 15:29:00,449.0,-1,-1,1,-1
2023-07-07 12:00:00,1915.58,6.61721958161552,BEAR,BULL_FIRST,1.0,2023-07-07 15:30:00,210.0,-1,-1,1,-1
2023-07-18 04:00:00,1955.43,6.808822353760796,BULL,BULL_FIRST,1.0,2023-07-18 10:01:00,361.0,1,1,1,1
2023-07-18 08:00:00,1960.01,6.753192185635022,BULL,BULL_FIRST,1.0,2023-07-18 14:16:00,376.0,1,1,1,1
2023-07-24 08:00:00,1960.5,6.562499190942871,BULL,BULL_FIRST,1.0,2023-07-24 14:37:00,397.0,1,0,0,0
2023-07-24 12:00:00,1959.59,6.64803496301838,BULL,BULL_FIRST,1.0,2023-07-24 13:21:00,81.0,1,0,0,0
2023-07-24 16:00:00,1967.39,6.776032465659912,BULL,BEAR_FIRST,-1.0,2023-07-24 16:45:00,45.0,1,1,1,1
2023-08-07 12:00:00,1936.22,6.898426234857102,BEAR,NO_BREAKOUT,0.0,,,-1,-1,0,-1
