impulse_dir,btc_z15,btc_z60,btc_z4h,btc_z24h,btc_vol_z,btc_range_z,btc_corr7d_lag,hour_sin,hour_cos,event_i,event_time,split,event_open,event_high,event_low,event_close,common_exit,raw_24h,cont_24h,rev_24h,tail_cont,tail_rev,p_cont,p_rev,router_conf,router_side,selected_top20,selected_rev,bucket,is_fresh_aug,signal_id,aligned_ret30d,eff30d,rv30d,oriented_pos30d,aligned_ret60d,eff60d,rv60d,oriented_pos60d,aligned_ret90d,eff90d,rv90d,oriented_pos90d,rv30_90_ratio,accept_rate_10,accept_rate_20,mean_cont_10,mean_cont_20,same_dir_accept_rate_10,same_dir_mean_cont_10,accept_ewm20,accept_streak_signed,known_impulses_30d,filled,signal_net_R,gross_R,cost_R,outcome,fill_time,stop_frac,episode_3d,episode_7d,episode_14d,month,reversal_trade_side
-1.0,-1.1114948652399974,-2.6694010292801105,-1.9599254058561455,-1.562954748450757,0.9571512266647411,0.5614321960530527,-0.02201568486204422,0.659345815100069,-0.7518398074789773,14110,2021-05-28 09:15:00+00:00,DEV_2021_2024,35712.1,35890.0,35360.0,35404.73,35080.0,-0.009171938325754914,0.009171938325754914,-0.009171938325754914,0,0,0.18690818188751132,0.37501443578938637,0.37501443578938637,REV,True,True,2021,False,115,0.39326452556905356,0.02890385890908075,0.007631374712202922,0.7705918644067796,0.40615279723164177,0.01925415529474754,0.006040376635118624,0.8058317553222012,0.23002687752288803,0.007572640110365109,0.005538720791440951,0.8058317553222012,1.377822605536602,0.2,0.3,-0.05575395377943847,-0.031238261872793126,0.3,-0.059434223781156884,-0.7924035465959087,-5.0,47.0,False,0.0,0.0,0.0,NO_FILL,,,8,6,3,2021-05,BUY
1.0,1.9068816841335352,2.9714210979815157,-0.6413516409677172,-0.34330543922962065,1.2711520495483128,1.6561163068723188,0.05736743383493164,-0.06540312923014287,-0.9978589232386035,16426,2021-06-21 12:15:00+00:00,DEV_2021_2024,32427.16,32821.47,32246.67,32777.95,29832.2,-0.08987014445072228,-0.08987014445072228,0.08987014445072228,0,1,0.2742119834999249,0.32563170971916333,0.32563170971916333,REV,True,True,2021,False,123,-0.1843302804713807,0.016207005693816185,0.005662825691305803,0.07150919651500472,-0.5398834050176856,0.022753197997709813,0.0064328579072470745,0.058938644067796565,-0.5357280605547367,0.01733843856640454,0.0056582118120243954,0.04988494864291039,1.0008154306404018,0.6,0.4,-0.015474903674355233,-0.03442446420643856,0.2,-0.02049115324683066,0.37650358726026084,2.0,12.0,False,0.0,0.0,0.0,NO_FILL,,,9,7,4,2021-06,SELL
-1.0,-0.9375918835754313,-2.731690032544272,-1.3767292904203279,-1.5114959021717456,0.7445670730048897,0.531038328069737,-0.02181624777641861,0.8660254037844387,-0.4999999999999998,18041,2021-07-08 08:00:00+00:00,DEV_2021_2024,32487.56,32550.0,32231.92,32338.05,32710.42,0.011514918184615253,-0.011514918184615253,0.011514918184615253,0,0,0.17884028309495054,0.3811189230351363,0.3811189230351363,REV,True,True,2021,False,134,-0.009962669396928218,0.0009994266383212005,0.004908144876570787,0.6467536926147701,0.5594373156367538,0.02269015847200201,0.006611931269226738,0.8558589346799153,0.5609821883519658,0.017083260347907196,0.005891792228765765,0.877266775777414,0.8330478547100708,0.3,0.45,-0.03718445165035731,-0.020513929951042488,0.4,-0.02311365447012702,-0.2709128678537517,-1.0,16.0,False,0.0,0.0,0.0,NO_FILL,,,10,8,5,2021-07,BUY
-1.0,-0.0922041048361865,-2.621275586286454,-1.6565304904206217,-0.40752238477520497,0.6464549628658844,-0.48461706551683376,0.12254362890621098,0.25881904510252074,0.9659258262890683,23467,2021-09-03 01:00:00+00:00,DEV_2021_2024,48570.38,48703.44,48527.33,48560.0,49759.03,0.02469172158154853,-0.02469172158154853,0.02469172158154853,0,1,0.22666084479533388,0.3542612748195255,0.3542612748195255,REV,True,True,2021,False,169,-0.2553618569480595,0.03775997777480205,0.0032231230918950225,0.08566828431037465,-0.3284434631325089,0.02384670509546517,0.0034133300854367584,0.053153331448496655,-0.2910349297082928,0.012159797101197377,0.004005892260325211,0.051994468771606184,0.8045955513624721,0.7,0.65,0.008432378058673229,0.0038781015717768317,0.4,-0.02144618928516112,0.5569784889528949,4.0,16.0,True,1.362381622281529,1.5,0.13761837771847096,TP,2021-09-03 01:15:00+00:00,0.0036332356789066456,11,9,6,2021-09,BUY
-1.0,-3.320206539368595,-3.1674481782687884,-1.2042897559424552,-4.415664853082474,1.5569501733084348,2.41234538202833,0.13106677484424967,0.7518398074789774,0.6593458151000688,23956,2021-09-08 03:15:00+00:00,DEV_2021_2024,46845.2,46907.96,46262.45,46339.92,45947.02,-0.008478436837706549,0.008478436837706549,-0.008478436837706549,0,0,0.3468009858865861,0.39420054122393355,0.39420054122393355,REV,True,True,2021,False,173,-0.06745421236163832,0.010491823688284233,0.003272688735577294,0.5526506261709891,-0.33429321630848774,0.024392937360579885,0.0034795855352382984,0.23705397174519927,-0.25581624196688535,0.01094816342997384,0.003957981075882944,0.23240431266846362,0.826858105896129,0.6,0.6,-0.0009383860924915167,-0.00021847646128392295,0.4,-0.022260322213070137,0.19418708216065328,1.0,13.0,False,0.0,0.0,0.0,NO_FILL,,,12,9,6,2021-09,BUY
-1.0,-0.6328510647070532,-2.5266072156778545,-1.9827600306230342,-1.3368755443684344,0.34234955558401764,0.5849010694798242,0.11948062498363309,-0.5000000000000004,0.8660254037844384,24223,2021-09-10 22:00:00+00:00,DEV_2021_2024,44592.91,44715.04,44405.17,44500.0,45110.79,0.01372584578108893,-0.01372584578108893,0.01372584578108893,0,0,0.20987655227345012,0.37879369572866367,0.37879369572866367,REV,True,True,2021,False,177,0.02387161642820183,0.003717125283178207,0.0032655206903105718,0.7608423183602184,-0.31171783247634954,0.022327115640002955,0.0035290762741621443,0.32429447593266225,-0.24484337509358203,0.010598815918470967,0.003913444491748255,0.317933651254406,0.8344364401222831,0.7,0.6,0.018005238492508558,0.006896320025735791,0.5,0.001242038894696218,0.33427165197933667,-1.0,16.0,True,1.4284456949688584,1.5,0.07155430503114149,TP,2021-09-10 22:45:00+00:00,0.006987699758699251,12,9,6,2021-09,BUY
-1.0,-2.595247386364247,-3.60763410260329,-2.408241858517815,-2.9979723952368214,2.604815275624499,3.6909312664187133,0.044073103383387935,0.130526192220052,-0.9914448613738104,25141,2021-09-20 11:30:00+00:00,DEV_2021_2024,43867.77,44240.0,43405.76,43494.99,43427.93,-0.0015420163237153117,0.0015420163237153117,-0.0015420163237153117,0,0,0.2834063009914603,0.32500652590604656,0.32500652590604656,REV,True,True,2021,False,186,0.09339343081375255,0.015102989833185566,0.0032877778374996356,0.8310947260827933,-0.32909858512810464,0.02370583469605506,0.0035468066658399418,0.3948189703941166,-0.31218987071829185,0.014232364865722255,0.003744554205334681,0.34729006842214394,0.8780158217006717,0.4,0.6,-0.004559766970275192,0.009623214737114315,0.6,0.018231730857237692,0.006110758320757299,-1.0,21.0,True,-1.025818631329114,-1.0,0.025818631329113988,SL,2021-09-20 12:15:00+00:00,0.01936586001118435,13,10,6,2021-09,BUY
1.0,-0.10099988890846713,2.8312271135349443,0.3127174451158456,-0.05219158425221479,0.48663673636746657,0.05598508882570435,0.010295877566628534,0.6087614290087209,-0.793353340291235,25613,2021-09-25 09:30:00+00:00,DEV_2021_2024,42747.22,42899.54,42673.25,42729.51,42566.29,-0.003737771787148736,-0.003737771787148736,0.003737771787148736,0,0,0.23945093117804855,0.32617162396000876,0.32617162396000876,REV,True,True,2021,False,194,-0.11472628153083889,0.01652250232139049,0.0037634408947812468,0.16782957957957942,0.12194803675393573,0.008513279376916502,0.00364705758421283,0.3139924495605891,0.2369541676912338,0.011114957979890018,0.00361974939121652,0.5311517638101683,1.039696533664292,0.7,0.6,0.015363277969499722,0.006106477407536471,0.6,-0.0019853994096750037,0.3814187872157161,1.0,29.0,True,1.4053368354766012,1.5,0.09466316452339882,TP,2021-09-25 10:00:00+00:00,0.005281885541407293,14,10,6,2021-09,SELL
1.0,1.1317852154928723,2.9688956976684873,-0.08792861356921872,-0.13170695597689389,-0.38961139888770885,0.2558189166694583,-0.0007585020001084193,0.25881904510252074,0.9659258262890683,25963,2021-09-29 01:00:00+00:00,DEV_2021_2024,41596.21,41799.0,41531.03,41777.17,43275.07,0.03585475891611578,0.03585475891611578,-0.03585475891611578,1,0,0.19611773662045182,0.37695103734710944,0.37695103734710944,REV,True,True,2021,False,198,-0.17711813134894952,0.024666388547384736,0.0038738894277168083,0.09300675675675665,0.03911261604989173,0.0027564297074220666,0.0036156579326038505,0.22493632636826139,0.15907665930579246,0.007531198147744505,0.003599658020381214,0.48899627781067584,1.0761826278448952,0.5,0.6,-0.006783523976898531,0.004164861297195882,0.5,-0.00429792859986039,0.018780060134557904,1.0,31.0,False,0.0,0.0,0.0,NO_FILL,,,15,10,6,2021-09,SELL
-1.0,-4.590199984880706,-3.049024390383724,-3.703429412144133,-2.9020100311326473,2.3047371167955824,5.168308211614366,-0.048726951844423994,0.7518398074789774,0.6593458151000688,30572,2021-11-16 03:15:00+00:00,DEV_2021_2024,61786.47,61806.95,60501.0,60882.33,59501.21,-0.022685071349930364,0.022685071349930364,-0.022685071349930364,1,0,0.2669635111875132,0.35779167280438406,0.35779167280438406,REV,True,True,2021,False,230,-0.018614728692044044,0.002874434245490131,0.0032110235987788897,0.6224212880143112,-0.262818435867677,0.018972966629768388,0.0035127809402927127,0.23668945578231282,-0.3270935390163708,0.016189980035102663,0.003452800936714029,0.23668945578231282,0.9299764619024824,0.4,0.45,-0.0056943766791610175,-0.002777630151693805,0.6,-0.0005552251276308761,-0.19989503521656732,-1.0,21.0,False,0.0,0.0,0.0,NO_FILL,,,16,11,7,2021-11,BUY
1.0,0.4836824167913967,3.0159216216718767,0.028927420893967118,-1.885187446517571,-0.05152570204832797,0.4677529255741822,-0.05753324121162552,-0.6087614290087209,0.7933533402912349,30645,2021-11-16 21:30:00+00:00,DEV_2021_2024,60393.02,60700.0,60321.05,60489.99,59916.8,-0.009475782687350387,-0.009475782687350387,0.009475782687350387,0,0,0.2008880398737261,0.3595465278816481,0.3595465278816481,REV,True,True,2021,False,232,-0.002859427865629103,0.00043198430763128254,0.0032998297762084,0.13654203935599293,0.2344765504303653,0.016742933647769045,0.0035568902479911606,0.6716510204081633,0.26428488846027137,0.013027617163434792,0.0034753186944149754,0.6716510204081633,0.949504222882179,0.4,0.45,-0.0056943766791610175,-0.002777630151693805,0.3,-0.008398764791827796,-0.19989503521656732,-1.0,21.0,True,-1.0800626269956464,-1.0,0.08006262699564648,SL,2021-11-16 22:15:00+00:00,0.006245111093184442,16,11,7,2021-11,SELL
1.0,5.155479469277847,3.6796958716781605,1.8839820617663756,-1.2749662907002686,1.849420829045472,3.665215012921596,-0.02971698798744881,0.8314696123025451,-0.5555702330196023,30880,2021-11-19 08:15:00+00:00,DEV_2021_2024,56377.79,57373.72,56377.79,57358.37,58474.04,0.019451044276719287,0.019451044276719287,-0.019451044276719287,0,0,0.26665623553518725,0.3335068645482517,0.3335068645482517,REV,True,True,2021,False,235,-0.13301009994973348,0.019755990700985448,0.0033507465709378607,0.03202985074626844,0.20144217816201337,0.014104197345725534,0.003611780816558861,0.5588163265306122,0.13601828930315368,0.006654791915039928,0.0035033392438175996,0.5588163265306122,0.9564436492557717,0.4,0.35,-0.0030464455217207196,-0.0053042084210942475,0.2,-0.008941217336412243,-0.4758748619400372,-3.0,23.0,False,0.0,0.0,0.0,NO_FILL,,,16,11,7,2021-11,SELL
-1.0,-0.81370148494047,-3.018597778132655,-1.9089983044255467,-0.22440223317024896,0.5042717300924547,0.21329411368758971,-0.07017255243568289,0.6087614290087207,0.7933533402912352,31337,2021-11-24 02:30:00+00:00,DEV_2021_2024,56423.65,56555.2,56244.5,56267.79,57599.06,0.023659357572181516,-0.023659357572181516,0.023659357572181516,0,1,0.14209536526295227,0.35393016036723457,0.35393016036723457,REV,True,True,2021,False,241,0.07371999794431372,0.011032277309577667,0.0033567435072132546,0.8505342395673464,-0.29773637507742234,0.021730006823407994,0.00344327354915751,0.4119596460176992,-0.15756440979518802,0.007636014708173235,0.003552889841005578,0.3958455782312925,0.9447924527440997,0.4,0.4,-0.0006434116695079872,-0.0031688941743345024,0.4,-0.0018067408136976048,-0.23557501646182596,-2.0,25.0,False,0.0,0.0,0.0,NO_FILL,,,17,11,7,2021-11,BUY
1.0,0.8256924395085176,2.7692253978203474,-1.4633044316254185,-1.7190848980621694,0.34076263027372394,0.1778630289317909,0.007016837411857083,-0.6087614290087209,0.7933533402912349,32277,2021-12-03 21:30:00+00:00,DEV_2021_2024,53714.11,53949.99,53650.9,53860.84,48722.17,-0.09540642143717026,-0.09540642143717026,0.09540642143717026,0,1,0.24440215986212627,0.369429522455597,0.369429522455597,REV,True,True,2021,False,250,-0.17068350222707884,0.024811972691532912,0.0033644253770046674,0.07116512702078533,0.07496295472895559,0.0054513014647486575,0.0034024679355856417,0.21309475535746364,0.058215988271880834,0.002758495194778015,0.0036127142724223893,0.452808843537415,0.931273586368833,0.2,0.3,-0.012263851182364349,-0.007950990965873855,0.3,-0.008198111155941313,-0.6360629707043097,-4.0,25.0,False,0.0,0.0,0.0,NO_FILL,,,18,12,7,2021-12,SELL
-1.0,-2.645537027382447,-3.2096258106396136,-2.246972648559138,-2.4156149255587867,0.9722168605584125,1.7189625956675425,0.013698306266426577,0.8314696123025451,0.5555702330196024,32302,2021-12-04 03:45:00+00:00,DEV_2021_2024,52467.29,52555.64,52000.0,52000.0,49170.79,-0.05440806645998719,0.05440806645998719,-0.05440806645998719,1,0,0.2209188757390479,0.3942235990009415,0.3942235990009415,REV,True,True,2021,False,251,0.1634119190252041,0.02359902404635299,0.0033802435265079004,0.91729792147806,-0.07398302000626367,0.005371687782429517,0.0034077106357458292,0.797890719164323,-0.057093049607820266,0.0027001000950623586,0.003617303270834658,0.5403945578231293,0.9344650623468299,0.2,0.3,-0.012263851182364349,-0.007950990965873855,0.4,-0.0009265253372187198,-0.6360629707043097,-4.0,25.0,True,-1.046542887481103,-1.0,0.04654288748110292,SL,2021-12-04 04:45:00+00:00,0.01074277998336496,18,12,7,2021-12,BUY
-1.0,0.8882316644709115,-2.4069835449713732,-0.9519335512556354,-5.492927547420951,1.0762330266711928,1.3198424785132397,0.07576179555185203,0.06540312923014312,-0.9978589232386035,32334,2021-12-04 11:45:00+00:00,DEV_2021_2024,46331.58,46783.45,46250.0,46489.67,49242.58,0.059215748190027506,-0.059215748190027506,0.059215748190027506,0,1,0.263421044697529,0.46205634402195367,0.46205634402195367,REV,True,True,2021,False,252,0.2674362369769492,0.03711994269486138,0.0038173022033191613,0.8011007529713295,0.05402271114085297,0.003846954073778211,0.003629770751136874,0.8011007529713295,0.05695181770337801,0.0026578933747343266,0.0037603611478210976,0.7356965986394559,1.0151424433078875,0.2,0.3,-0.012263851182364349,-0.007950990965873855,0.4,-0.0009265253372187198,-0.6360629707043097,-4.0,25.0,False,0.0,0.0,0.0,NO_FILL,,,18,12,7,2021-12,BUY
1.0,1.0853445301031972,2.588534583458689,-0.37074984763927066,0.13146515711151868,-0.2515814049086062,0.5516861492020303,0.031814733784819714,0.25881904510252074,0.9659258262890683,32963,2021-12-11 01:00:00+00:00,DEV_2021_2024,47746.28,48053.65,47655.45,47952.6,49366.59,0.02948724365310751,0.02948724365310751,-0.02948724365310751,1,0,0.20442935832224934,0.3729773385769644,0.3729773385769644,REV,True,True,2021,False,259,-0.31806728806827755,0.041376710406453056,0.004044081066588423,0.20448357315445917,-0.19101948384346887,0.013254140289960283,0.0037103687683045926,0.18480612747549047,0.04081356191236062,0.0018824853560711057,0.003753317732316077,0.25136088435374154,1.0774683506724925,0.4,0.3,0.0003031279234318784,-0.0060735230738623025,0.3,-0.015202299750590342,-0.32336852482471273,-2.0,29.0,True,-1.0604617026619783,-1.0,0.06046170266197824,SL,2021-12-11 01:30:00+00:00,0.00826969764307396,19,12,7,2021-12,SELL
-1.0,-0.32451303061795767,-2.4565374172170555,-1.2053029958470796,-1.1016615266789713,0.4472126969871171,-0.34789875319749114,-0.02449687572597885,-0.19509032201612792,-0.9807852804032305,34738,2021-12-29 12:45:00+00:00,DEV_2021_2024,46886.74,46982.93,46808.3,46824.23,47514.17,0.014734679032629039,-0.014734679032629039,0.014734679032629039,0,0,0.15017407891619705,0.3538436562903286,0.3538436562903286,REV,True,True,2021,False,268,0.17527494583251418,0.023420083495631856,0.00389111345583679,0.6659629998562007,0.25485418170610635,0.018076562117210315,0.003595008624350528,0.7874920832453696,-0.1028468121467287,0.0048856435778193265,0.003572040358133383,0.7874920832453696,1.089325165931256,0.5,0.45,0.0050352136479580815,0.00266917078569498,0.3,0.00769514878378198,0.08248998555076932,2.0,23.0,True,1.3661830298345052,1.5,0.1338169701654948,TP,2021-12-29 13:15:00+00:00,0.00373644687502368,20,13,8,2021-12,BUY
-1.0,-0.7559262019633509,-2.690735144550849,-1.4417840521748782,-0.24594146309373596,0.4762099692731889,0.353577530678044,-0.01355188726924182,0.8660254037844386,0.5000000000000001,36719,2022-01-19 04:00:00+00:00,DEV_2021_2024,41706.41,41807.97,41587.53,41612.38,41895.54,0.006804947663399119,-0.006804947663399119,0.006804947663399119,0,0,0.16444727110974353,0.3641858467110151,0.3641858467110151,REV,True,True,2022,False,287,0.10048720638473999,0.0166836398384807,0.002928887310969379,0.7892337996462452,0.32792392417150457,0.023605478615991944,0.0035659188145794104,0.8713669837132527,0.4233904501626705,0.020497761225221678,0.0034947270874549816,0.9106810902896081,0.8380875638281464,0.5,0.45,-0.002320403010555927,-0.0010704640928144327,0.3,-0.006771336372828651,0.27753483206251867,2.0,20.0,False,0.0,0.0,0.0,NO_FILL,,,21,14,9,2022-01,BUY
-1.0,-2.9140686525097035,-2.9845348070536177,-2.298512056943535,-4.436235240389165,2.0577886776889542,3.607635310133152,0.024493819102821092,-0.8660254037844386,0.5000000000000001,36975,2022-01-21 20:00:00+00:00,DEV_2021_2024,37984.11,38172.05,37601.16,37645.36,35277.56,-0.06289752575084961,0.06289752575084961,-0.06289752575084961,1,0,0.280254957277989,0.3420055114772491,0.3420055114772491,REV,True,True,2022,False,293,0.23953108137786827,0.038971336980648336,0.0030422020071921765,0.9558137432188066,0.39310971271002404,0.028063991481198917,0.0035778106601772205,0.9707080580389048,0.4661609429903201,0.022654089783149593,0.0034864787852908015,0.9796960690316395,0.8725714953514141,0.4,0.35,-0.015061032794387575,-0.010456218490780534,0.3,-0.00801161722167656,-0.48209636031700437,-4.0,23.0,False,0.0,0.0,0.0,NO_FILL,,,21,14,9,2022-01,BUY
1.0,6.662509634487038,2.976147836846286,-0.0006441750076190524,-1.7388324031170022,1.8505942361173868,6.823923215553511,0.028433221270555836,-0.8660254037844386,0.5000000000000001,37071,2022-01-22 20:00:00+00:00,DEV_2021_2024,34528.61,35400.0,34415.95,35277.56,35284.44,0.00039551477736776697,0.00039551477736776697,-0.00039551477736776697,0,0,0.23721334358206353,0.3665339445667976,0.3665339445667976,REV,True,True,2022,False,295,-0.37944778815833047,0.05887460939818753,0.0032403782536768195,0.03477544247787599,-0.5050471015682685,0.035580506156296085,0.003635226454755436,0.024762414880921825,-0.5587021372624722,0.026757265063200034,0.003546225943053027,0.017968106995884716,0.9137540319518118,0.5,0.5,0.009105332709702707,0.004534052860472976,0.4,-0.012900819759884507,0.2525504232162539,3.0,25.0,False,0.0,0.0,0.0,NO_FILL,,,21,14,9,2022-01,SELL
-1.0,-0.48430057072041166,-2.688306416339215,-0.00899063656358176,0.18216035919626647,-0.5419279084895237,-0.646155787989247,0.015906768225429954,-0.19509032201612872,0.9807852804032303,43900,2022-04-03 23:15:00+00:00,DEV_2021_2024,46575.56,46575.56,46478.1,46509.02,46806.29,0.0063916633805658485,-0.0063916633805658485,0.0063916633805658485,0,0,0.12566076837481718,0.34581775701991424,0.34581775701991424,REV,True,True,2022,False,347,-0.20167738617391656,0.035693697769530915,0.0030720737630598213,0.08166588731689794,-0.24504854124980963,0.018981108117101388,0.0034813252433573082,0.0649840346823809,-0.021860355866602215,0.0010781927633357286,0.003560252229223313,0.05900539984167785,0.8628809323798976,0.4,0.5,0.0020955293558997056,0.00923323710015302,0.6,0.004119987913633427,-0.18184320384521577,-2.0,14.0,True,-1.2383556843833388,-1.0,0.23835568438333885,SL,2022-04-03 23:30:00+00:00,0.002097705373771863,22,15,10,2022-04,BUY
1.0,4.2536415842494115,2.726776291218844,-0.38986132966072357,0.22531940295201308,0.9477911482274108,3.0387739665985736,0.0005260747171076648,-0.7518398074789772,0.6593458151000691,46578,2022-05-01 20:45:00+00:00,DEV_2021_2024,37903.87,38349.98,37903.86,38313.23,38316.36,8.169501762167464e-05,8.169501762167464e-05,-8.169501762167464e-05,0,0,0.19483487172575337,0.3249748940562068,0.3249748940562068,REV,True,True,2022,False,373,-0.20395597393837933,0.04112186584603244,0.0025417076287809915,0.0419070704821073,-0.14493195913866738,0.013472995699393498,0.002854045515914552,0.059164428301633994,-0.01595129097874227,0.0008899847629954129,0.0032078811874443926,0.25134847081966866,0.7923322218819088,0.4,0.55,-0.006027887114125041,-0.0007825432159872192,0.5,-0.005772463640173253,-0.49469933235022684,-4.0,25.0,False,0.0,0.0,0.0,NO_FILL,,,23,16,11,2022-05,SELL
-1.0,-0.7278463646344848,-3.386363116221984,-1.6272195721692075,-1.732443969838518,0.8506858412142126,0.5093653621059124,0.009169744609030053,-0.9914448613738104,-0.13052619222005163,47237,2022-05-08 17:30:00+00:00,DEV_2021_2024,33987.97,33988.92,33813.48,33921.06,31811.75,-0.06218262701184085,0.06218262701184085,-0.06218262701184085,1,0,0.1644548090263014,0.32967832513232603,0.32967832513232603,REV,True,True,2022,False,382,0.23219421367740742,0.047211467965284554,0.00259480603770977,0.9648622343456852,0.20233629119669266,0.01958550011569921,0.0027743095880626814,0.9764482283059034,0.23092523524822053,0.012981398455990759,0.0031937089175016514,0.9764482283059034,0.8124741811910692,0.4,0.45,-0.003648678823345919,-0.004596876304640935,0.3,-0.0015573494881499284,-0.28700929907770545,-2.0,29.0,True,1.4035757523939782,1.5,0.09642424760602186,TP,2022-05-08 18:00:00+00:00,0.0051854176974544955,24,16,11,2022-05,BUY
-1.0,4.472245563379164,-2.723003048833171,-4.42146967271836,-3.6236162183519722,3.186215078192919,5.954276028098967,0.0455886405272325,-0.9807852804032304,0.1950903220161283,47338,2022-05-09 18:45:00+00:00,DEV_2021_2024,30415.9,31084.6,30399.99,30786.98,31624.51,0.02720436600289,-0.02720436600289,0.02720436600289,0,1,0.26867214942157625,0.3962924497916411,0.3962924497916411,REV,True,True,2022,False,386,0.3086845548489176,0.06032470078763381,0.0027122781596870455,0.978396976704834,0.22516669837837636,0.021588364883523933,0.002794132235491639,0.9844035779274269,0.31752810782531327,0.017793299249776674,0.0032052615366591104,0.9844035779274269,0.8461955845619049,0.6,0.45,0.00792321963193059,-0.0042660687821752695,0.5,0.011382680245321464,0.3410512388722147,3.0,32.0,True,1.4777649501175851,1.5,0.022235049882414905,TP,2022-05-09 19:30:00+00:00,0.02248701948698736,24,16,11,2022-05,BUY
-1.0,-1.5144720991200007,-2.824048374635801,-5.102240740354452,-3.349695836353962,1.6749158993066748,2.8977742560861413,0.10476192672086834,0.9469301294951056,0.3214394653031617,47570,2022-05-12 04:45:00+00:00,DEV_2021_2024,27951.69,28004.77,27506.61,27793.62,30471.6,0.09635193387837426,-0.09635193387837426,0.09635193387837426,0,1,0.31805430558253756,0.4707541044743328,0.4707541044743328,REV,True,True,2022,False,399,0.3359319662163223,0.05394132552827131,0.0036539865924315024,0.9591106576262259,0.32192004396400287,0.027889838351768625,0.003284153393295914,0.9695586929375579,0.42255592364007566,0.022617035267650295,0.0034567925067083304,0.9695586929375579,1.0570453926119352,0.4,0.5,-0.014001006837358831,0.000306765243482171,0.7,0.025196217306066037,-0.23954293890828512,-1.0,40.0,True,-1.0276462783041593,-1.0,0.02764627830415932,SL,2022-05-12 05:00:00+00:00,0.018085616968008898,24,16,11,2022-05,BUY
-1.0,0.19133260781608502,-3.220507533194929,-2.8034767967715366,-3.2006235453645098,2.31861305310218,3.005907115829286,0.15294054476191857,0.8660254037844387,-0.4999999999999998,50655,2022-06-13 08:00:00+00:00,DEV_2021_2024,24811.59,24941.17,24576.45,24825.14,22709.75,-0.0852112355504282,0.0852112355504282,-0.0852112355504282,1,0,0.33987064438348874,0.4074212205424204,0.4074212205424204,REV,True,True,2022,False,421,0.1512532759945606,0.024028854390773534,0.003154133223227414,0.9380837444992663,0.4849116765624633,0.036987622781421446,0.003635607817328932,0.9743134543040495,0.41078297596917035,0.022284042989460365,0.003386715364161531,0.9800638389958882,0.9313251584720351,0.4,0.4,0.003021577552699395,-0.0030513932010178546,0.5,0.0030854019381153287,0.0010837838745892286,2.0,14.0,True,-1.033783148716824,-1.0,0.03378314871682409,SL,2022-06-13 08:15:00+00:00,0.01480027821536359,25,17,12,2022-06,BUY
1.0,8.09233712448853,3.064248040276713,-1.2618504265157862,-3.616611288159992,2.2038222672869408,7.202319756906251,0.12012246968585978,1.2246467991473532e-16,-1.0,50671,2022-06-13 12:00:00+00:00,DEV_2021_2024,23729.43,24376.09,23657.01,24353.31,21950.0,-0.09868477783298357,-0.09868477783298357,0.09868477783298357,0,1,0.32531900876770137,0.4809626372191113,0.4809626372191113,REV,True,True,2022,False,422,-0.19624416330643374,0.03077421598642888,0.003211579439862437,0.00898269655092307,-0.5425142436375913,0.04108486516596698,0.0036630255616420366,0.004031165311653041,-0.4831538109981708,0.026080014109578248,0.003406072215368554,0.00316984292987736,0.9428982231707991,0.4,0.4,0.003021577552699395,-0.0030513932010178546,0.3,-0.01882272193031198,0.0010837838745892286,2.0,14.0,False,0.0,0.0,0.0,NO_FILL,,,25,17,12,2022-06,SELL
1.0,7.350139958145649,6.3027183183423725,-1.3746384457817007,-4.68214377203597,2.4088651233387957,10.468852394215197,0.09477184794807175,-0.8660254037844384,-0.5000000000000004,50687,2022-06-13 16:00:00+00:00,DEV_2021_2024,23271.53,24138.58,23123.97,23845.56,22538.18,-0.05481984350847002,-0.05481984350847002,0.05481984350847002,0,1,0.39851694182893505,0.4889979687426104,0.4889979687426104,REV,True,True,2022,False,423,-0.23938530990741025,0.037027083633972564,0.003295831044342483,0.024787223186039334,-0.5708411488087353,0.04291001475791894,0.003699877628530856,0.01192039654495482,-0.5386920562495665,0.02892643577876232,0.003433532302420283,0.009491657626620544,0.959895161615129,0.4,0.4,-0.01460814171083893,-0.011578682565103127,0.3,-0.027861190385029343,-0.19913297290032855,-1.0,15.0,False,0.0,0.0,0.0,NO_FILL,,,25,17,12,2022-06,SELL
-1.0,-3.754872175263604,-3.3339591411742875,-1.8117413520078256,-4.711239119629274,0.6297357372892858,3.4115008495142045,0.07322584364232694,-0.6087614290087209,0.7933533402912349,50709,2022-06-13 21:30:00+00:00,DEV_2021_2024,23214.98,23263.49,22862.09,22917.52,21488.22,-0.06236672308640845,0.06236672308640845,-0.06236672308640845,1,0,0.23570420193599462,0.4203315708866326,0.4203315708866326,REV,True,True,2022,False,424,0.22458944324125335,0.03430887727428048,0.003382490902914473,0.9116124094295336,0.529401776657696,0.039431864421354004,0.003743605650197029,0.9574936199450333,0.5204975662792762,0.02776727473436507,0.0034660152016186352,0.9661541455515157,0.9759019237234862,0.4,0.4,-0.01460814171083893,-0.011578682565103127,0.5,0.0030854019381153287,-0.19913297290032855,-1.0,15.0,False,0.0,0.0,0.0,NO_FILL,,,25,17,12,2022-06,BUY
