feed,rule,signal_time,entry_time,side,atr14,entry,fwd_5m_atr,fwd_15m_atr,source_feed
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-05 00:18:00+00:00,2026-08-05 00:19:00+00:00,LONG,1.1285714285715716,4131.3,1.7721518987339526,3.1898734177206314,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-05 00:23:00+00:00,2026-08-05 00:24:00+00:00,LONG,1.2214285714286623,4133.1,1.064327485379442,2.8654970760231784,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-05 10:55:00+00:00,2026-08-05 10:56:00+00:00,LONG,1.450000000000078,4218.9,1.3793103448275121,5.655172413793301,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-05 10:57:00+00:00,2026-08-05 10:58:00+00:00,LONG,1.557142857142935,4220.2,1.1559633027523526,5.009174311926471,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-05 11:09:00+00:00,2026-08-05 11:10:00+00:00,LONG,1.6071428571427921,4226.0,2.240000000000317,2.4888888888889897,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-05 11:42:00+00:00,2026-08-05 11:43:00+00:00,LONG,2.9142857142857275,4247.6,-1.0637254901961986,0.9607843137252362,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-05 13:22:00+00:00,2026-08-05 13:23:00+00:00,LONG,2.828571428571325,4256.5,-0.45959595959604077,-0.7424242424243983,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-05 13:31:00+00:00,2026-08-05 13:32:00+00:00,LONG,3.249999999999935,4260.3,-0.9846153846153483,-2.1846153846155403,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-05 15:26:00+00:00,2026-08-05 15:27:00+00:00,LONG,3.000000000000065,4325.2,-2.3999999999998876,-2.899999999999877,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-05 16:23:00+00:00,2026-08-05 16:24:00+00:00,LONG,2.599999999999974,4300.5,0.30769230769238076,1.807692307692256,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-05 23:12:00+00:00,2026-08-05 23:13:00+00:00,LONG,1.5357142857140909,4316.3,0.9767441860466356,2.474418604651595,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-05 23:40:00+00:00,2026-08-05 23:41:00+00:00,LONG,3.1214285714284933,4338.6,-0.32036613272312014,-1.1212814645309206,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-06 06:02:00+00:00,2026-08-06 06:03:00+00:00,LONG,2.007142857142818,4326.9,-0.49822064056940474,-5.928825622775735,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-06 07:12:00+00:00,2026-08-06 07:13:00+00:00,LONG,1.6785714285713635,4321.9,-1.0127659574467394,-0.35744680851032706,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-06 08:31:00+00:00,2026-08-06 08:32:00+00:00,LONG,2.4357142857143117,4333.0,-0.2052785923753644,0.2052785923753644,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-06 11:59:00+00:00,2026-08-06 12:00:00+00:00,LONG,2.457142857142831,4322.2,0.20348837209302542,-2.970930232558245,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-06 12:35:00+00:00,2026-08-06 12:36:00+00:00,LONG,3.36428571428587,4329.3,-0.6242038216561302,-4.607218683651591,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-06 14:07:00+00:00,2026-08-06 14:08:00+00:00,LONG,3.80714285714274,4328.9,1.2345215759852197,-1.759849906191376,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-06 17:38:00+00:00,2026-08-06 17:39:00+00:00,LONG,1.9071428571428442,4301.2,0.1573033707866133,2.464419475655352,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-06 19:53:00+00:00,2026-08-06 19:54:00+00:00,LONG,2.1785714285714284,4308.2,-0.1836065573768822,-1.6065573770491806,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-07 01:07:00+00:00,2026-08-07 01:08:00+00:00,LONG,3.1285714285713766,4303.7,-1.0228310502282694,-0.28767123287660085,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-07 03:03:00+00:00,2026-08-07 03:04:00+00:00,LONG,2.1857142857141816,4316.2,0.09150326797377735,-1.1437908496732572,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-07 05:10:00+00:00,2026-08-07 05:11:00+00:00,LONG,1.9071428571429092,4329.2,-0.36704119850176725,-1.7303370786517336,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-07 07:55:00+00:00,2026-08-07 07:56:00+00:00,LONG,1.9357142857142466,4348.9,0.41328413284143073,3.151291512915381,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-07 08:33:00+00:00,2026-08-07 08:34:00+00:00,LONG,2.8857142857143248,4369.6,-1.7326732673267091,-0.7970297029703493,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-07 10:31:00+00:00,2026-08-07 10:32:00+00:00,LONG,1.8285714285714545,4375.7,0.3828124999998951,0.6562499999998912,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-07 11:03:00+00:00,2026-08-07 11:04:00+00:00,LONG,1.950000000000078,4383.4,0.7692307692307385,-2.769230769230472,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-07 13:37:00+00:00,2026-08-07 13:38:00+00:00,LONG,4.550000000000052,4419.9,1.3406593406594052,-0.7692307692307604,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-07 13:41:00+00:00,2026-08-07 13:42:00+00:00,LONG,4.778571428571403,4427.5,-2.2391629297458633,-4.331838565022407,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-07 14:22:00+00:00,2026-08-07 14:23:00+00:00,LONG,5.078571428571324,4408.9,0.6104078762307452,-0.39381153305204747,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-07 14:24:00+00:00,2026-08-07 14:25:00+00:00,LONG,4.742857142857052,4411.4,-0.4638554216867175,-1.5391566265059,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-07 19:00:00+00:00,2026-08-07 19:01:00+00:00,LONG,1.2142857142856494,4398.2,2.8823529411766247,5.352941176470875,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-09 23:02:00+00:00,2026-08-09 23:03:00+00:00,LONG,0.8857142857142597,4403.6,2.3709677419349373,1.693548387096824,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-10 02:21:00+00:00,2026-08-10 02:22:00+00:00,LONG,1.900000000000091,4388.0,0.0,-0.42105263157902295,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-10 03:28:00+00:00,2026-08-10 03:29:00+00:00,LONG,1.749999999999935,4388.1,0.05714285714254744,-1.2571428571433196,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-10 04:10:00+00:00,2026-08-10 04:11:00+00:00,LONG,1.7214285714285325,4389.8,2.4979253112034816,4.240663900415139,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-10 04:55:00+00:00,2026-08-10 04:56:00+00:00,LONG,1.4428571428569998,4396.7,-0.5544554455447355,-0.41584158415807887,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-10 04:58:00+00:00,2026-08-10 04:59:00+00:00,LONG,1.6071428571426623,4398.2,-0.746666666666644,-2.4266666666667347,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-10 05:47:00+00:00,2026-08-10 05:48:00+00:00,LONG,2.399999999999961,4404.9,2.6666666666669374,0.04166666666681893,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-10 11:25:00+00:00,2026-08-10 11:26:00+00:00,LONG,1.8642857142858702,4395.0,-0.26819923371645266,1.019157088122325,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-10 12:55:00+00:00,2026-08-10 12:56:00+00:00,LONG,1.950000000000013,4392.4,-1.5897435897432992,0.769230769230764,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-10 14:17:00+00:00,2026-08-10 14:18:00+00:00,LONG,2.4285714285714284,4392.0,2.1411764705881606,6.423529411764856,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-10 16:02:00+00:00,2026-08-10 16:03:00+00:00,LONG,1.800000000000052,4422.5,-2.055555555555395,-0.7222222222223024,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-10 19:05:00+00:00,2026-08-10 19:06:00+00:00,LONG,1.500000000000065,4441.5,-0.5999999999997314,0.9333333333330504,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-10 19:21:00+00:00,2026-08-10 19:22:00+00:00,LONG,1.0357142857141557,4444.5,3.3793103448280104,1.5448275862074416,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-10 19:51:00+00:00,2026-08-10 19:52:00+00:00,LONG,1.8785714285714417,4453.4,-3.247148288973071,-3.619771863117458,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-10 22:45:00+00:00,2026-08-10 22:46:00+00:00,LONG,0.9142857142856623,4455.6,2.406249999999938,3.8281250000002176,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-11 00:08:00+00:00,2026-08-11 00:09:00+00:00,LONG,2.199999999999948,4464.7,0.045454545454711885,2.4090909090910486,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-11 00:09:00+00:00,2026-08-11 00:10:00+00:00,LONG,2.1785714285713635,4465.9,-0.5049180327866498,2.5245901639345014,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-11 04:33:00+00:00,2026-08-11 04:34:00+00:00,LONG,2.1357142857143896,4479.8,-2.9966555183947587,-4.822742474916239,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-11 06:08:00+00:00,2026-08-11 06:09:00+00:00,LONG,2.735714285714169,4441.2,-1.3159268929502483,-3.436031331592703,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-11 06:09:00+00:00,2026-08-11 06:10:00+00:00,LONG,2.63571428571413,4441.6,-3.6043360433606466,-3.224932249322684,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-11 07:26:00+00:00,2026-08-11 07:27:00+00:00,LONG,2.2785714285714027,4424.6,-2.1065830721004173,-3.730407523511014,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-11 08:28:00+00:00,2026-08-11 08:29:00+00:00,LONG,2.0714285714285063,4427.7,0.9655172413793407,3.3310344827589886,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-11 10:59:00+00:00,2026-08-11 11:00:00+00:00,LONG,1.4142857142857272,4441.0,6.222222222222293,6.010101010100955,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-11 22:04:00+00:00,2026-08-11 22:05:00+00:00,LONG,1.0785714285714545,4430.9,1.483443708609573,1.7615894039739735,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-12 02:50:00+00:00,2026-08-12 02:51:00+00:00,LONG,2.414285714285662,4471.9,-0.08284023668631697,-1.1597633136091912,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-12 06:45:00+00:00,2026-08-12 06:46:00+00:00,LONG,1.9785714285714155,4458.3,1.3140794223824044,3.5379061371841387,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-12 06:51:00+00:00,2026-08-12 06:52:00+00:00,LONG,2.1214285714286234,4462.6,1.5555555555551746,-0.5656565656568948,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-12 06:55:00+00:00,2026-08-12 06:56:00+00:00,LONG,2.0785714285715193,4464.1,0.5773195876287532,-0.6735395189005767,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-12 07:42:00+00:00,2026-08-12 07:43:00+00:00,LONG,1.399999999999896,4467.5,-0.9999999999998145,-2.0000000000002784,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-12 07:48:00+00:00,2026-08-12 07:49:00+00:00,LONG,1.5857142857143376,4468.7,-0.37837837837802185,0.18918918918929772,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-12 09:15:00+00:00,2026-08-12 09:16:00+00:00,LONG,2.0285714285714675,4476.8,-1.528169014084657,-1.8239436619717062,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-12 10:27:00+00:00,2026-08-12 10:28:00+00:00,LONG,1.4142857142857272,4480.0,-1.62626262626274,-5.090909090908916,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-12 18:33:00+00:00,2026-08-12 18:34:00+00:00,LONG,1.4214285714286103,4472.6,-1.1256281407037427,3.5175879396983962,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-12 18:44:00+00:00,2026-08-12 18:45:00+00:00,LONG,1.1642857142856624,4473.8,3.0061349693252875,-0.5153374233132189,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-12 22:57:00+00:00,2026-08-12 22:58:00+00:00,LONG,0.6071428571428571,4460.9,1.4823529411773695,5.435294117647359,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-12 23:16:00+00:00,2026-08-12 23:17:00+00:00,LONG,0.7928571428571038,4466.2,-0.12612612612544408,1.6396396396399497,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 04:24:00+00:00,2026-08-13 04:25:00+00:00,LONG,1.6785714285713635,4455.3,0.5361702127657615,0.0,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 05:11:00+00:00,2026-08-13 05:12:00+00:00,LONG,2.171428571428675,4456.6,1.1052631578945165,3.6381578947365005,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 05:14:00+00:00,2026-08-13 05:15:00+00:00,LONG,2.3785714285714414,4462.2,-1.0930930930928577,0.9249249249248435,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 05:26:00+00:00,2026-08-13 05:27:00+00:00,LONG,1.8928571428571428,4464.8,-4.9132075471699075,-6.339622641509434,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 08:26:00+00:00,2026-08-13 08:27:00+00:00,LONG,1.8142857142856883,4428.9,0.7716535433073984,1.1023622047244253,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 08:48:00+00:00,2026-08-13 08:49:00+00:00,LONG,1.3785714285716364,4434.8,-2.39378238341946,-3.1917098445595,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 09:57:00+00:00,2026-08-13 09:58:00+00:00,LONG,1.2071428571428962,4440.3,1.242603550295818,0.0828402366859358,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 10:37:00+00:00,2026-08-13 10:38:00+00:00,LONG,1.207142857142831,4446.2,0.16568047337263395,3.976331360946982,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 10:43:00+00:00,2026-08-13 10:44:00+00:00,LONG,1.0785714285715196,4447.8,-0.7417218543047418,1.3907284768210748,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 10:50:00+00:00,2026-08-13 10:51:00+00:00,LONG,1.1785714285714934,4450.4,-0.4242424242424009,-2.4606060606056164,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 11:14:00+00:00,2026-08-13 11:15:00+00:00,LONG,1.24999999999987,4451.8,-0.7200000000005113,-5.120000000000968,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 16:29:00+00:00,2026-08-13 16:30:00+00:00,LONG,2.707142857142961,4419.2,1.440633245382732,1.2559366754618948,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 17:06:00+00:00,2026-08-13 17:07:00+00:00,LONG,1.5785714285715196,4427.5,1.3936651583708453,-0.7601809954749541,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 19:38:00+00:00,2026-08-13 19:39:00+00:00,LONG,1.450000000000078,4410.2,-0.8965517241380083,-3.1034482758619024,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 23:09:00+00:00,2026-08-13 23:10:00+00:00,LONG,2.2857142857142856,4415.2,0.4375,0.21875,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-13 23:25:00+00:00,2026-08-13 23:26:00+00:00,LONG,2.328571428571325,4416.7,0.5153374233128283,-0.1717791411041459,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-14 04:12:00+00:00,2026-08-14 04:13:00+00:00,LONG,1.049999999999922,4381.6,0.6666666666665428,0.19047619047603137,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-14 05:36:00+00:00,2026-08-14 05:37:00+00:00,LONG,2.214285714285844,4375.0,1.2645161290322662,3.432258064516092,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-14 05:50:00+00:00,2026-08-14 05:51:00+00:00,LONG,2.4214285714285455,4382.4,1.7345132743366023,3.3864306784664135,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-14 07:41:00+00:00,2026-08-14 07:42:00+00:00,LONG,1.3214285714286365,4395.5,0.3027027027024125,2.648648648648518,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-14 07:58:00+00:00,2026-08-14 07:59:00+00:00,LONG,1.5928571428572857,4400.6,-1.0044843049328738,1.192825112107288,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-14 09:14:00+00:00,2026-08-14 09:15:00+00:00,LONG,1.0928571428570908,4406.8,-1.3725490196079084,0.8235294117644122,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-14 14:12:00+00:00,2026-08-14 14:13:00+00:00,LONG,3.100000000000169,4450.4,-0.6774193548384968,-0.16129032258063639,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-14 15:01:00+00:00,2026-08-14 15:02:00+00:00,LONG,2.0285714285715324,4443.0,1.03521126760576,1.873239436619712,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-14 18:03:00+00:00,2026-08-14 18:04:00+00:00,LONG,1.1071428571428572,4436.6,-0.09032258064548988,-1.4451612903229092,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-14 18:38:00+00:00,2026-08-14 18:39:00+00:00,LONG,1.0857142857141429,4438.4,-1.9342105263155414,-6.72368421052653,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-14 19:09:00+00:00,2026-08-14 19:10:00+00:00,LONG,1.0071428571428183,4433.1,-0.6950354609936571,-0.39716312056793307,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-16 22:51:00+00:00,2026-08-16 22:52:00+00:00,LONG,1.0857142857144026,4437.6,3.0394736842095287,-0.3684210526320419,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-16 22:52:00+00:00,2026-08-16 22:53:00+00:00,LONG,1.157142857142974,4438.0,2.07407407407355,-0.5185185185187805,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-17 00:16:00+00:00,2026-08-17 00:17:00+00:00,LONG,2.5714285714285063,4437.5,1.8666666666667846,4.394444444444626,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-17 01:23:00+00:00,2026-08-17 01:24:00+00:00,LONG,2.6785714285714284,4471.7,-2.4639999999997966,-5.63733333333313,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-17 03:29:00+00:00,2026-08-17 03:30:00+00:00,LONG,1.4285714285714286,4449.4,1.5400000000005092,1.6800000000003819,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-17 04:10:00+00:00,2026-08-17 04:11:00+00:00,LONG,1.4642857142858443,4455.7,-0.6146341463411604,-3.96097560975587,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-17 05:19:00+00:00,2026-08-17 05:20:00+00:00,LONG,1.599999999999909,4449.8,1.3749999999999645,1.937499999999769,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-17 05:28:00+00:00,2026-08-17 05:29:00+00:00,LONG,1.899999999999961,4454.3,-0.15789473684220423,-1.578947368421085,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-17 06:50:00+00:00,2026-08-17 06:51:00+00:00,LONG,1.5571428571430002,4457.4,0.38532110091762944,0.06422018348646627,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-17 07:29:00+00:00,2026-08-17 07:30:00+00:00,LONG,1.7357142857142986,4461.3,1.1522633744855881,2.41975308641963,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-17 09:06:00+00:00,2026-08-17 09:07:00+00:00,LONG,1.2571428571429482,4453.5,2.465909090909202,0.875000000000226,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-17 09:09:00+00:00,2026-08-17 09:10:00+00:00,LONG,1.350000000000039,4456.0,-0.5185185185183688,-2.518518518518176,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-17 13:38:00+00:00,2026-08-17 13:39:00+00:00,LONG,2.092857142857091,4447.5,-2.054607508532561,6.737201365188054,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-17 15:55:00+00:00,2026-08-17 15:56:00+00:00,LONG,1.7428571428571817,4485.1,-0.6311475409838012,-0.28688524590163295,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-17 23:16:00+00:00,2026-08-17 23:17:00+00:00,LONG,1.1142857142857403,4473.9,-0.08974358974309792,3.769230769231334,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-17 23:25:00+00:00,2026-08-17 23:26:00+00:00,LONG,1.2714285714285845,4475.9,1.2584269662924081,0.5505617977533757,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-18 07:29:00+00:00,2026-08-18 07:30:00+00:00,LONG,1.2714285714285845,4459.1,-4.797752808989001,-1.3370786516859519,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-18 08:35:00+00:00,2026-08-18 08:36:00+00:00,LONG,1.7285714285714806,4453.1,-0.23140495867799468,-2.8925619834709875,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-18 12:04:00+00:00,2026-08-18 12:05:00+00:00,LONG,1.600000000000039,4453.0,-3.124999999999924,-2.6875000000000484,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-18 16:08:00+00:00,2026-08-18 16:09:00+00:00,LONG,1.7785714285716625,4426.4,-1.293172690762473,-1.7991967871482555,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-18 23:52:00+00:00,2026-08-18 23:53:00+00:00,LONG,1.5285714285714025,4386.5,-0.8504672897197597,3.6635514018694595,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-19 00:13:00+00:00,2026-08-19 00:14:00+00:00,LONG,2.6785714285714284,4397.2,0.4479999999999321,-0.7093333333331976,RITHMIC
RITHMIC_RAW,BUYER_BREAKOUT_LONG,2026-08-19 01:31:00+00:00,2026-08-19 01:32:00+00:00,LONG,3.185714285714247,4400.1,1.4439461883406535,2.2286995515693624,RITHMIC
