feed,signal_time,confirm_time,entry_time,side,entry,seed_atr14,seed_prior20_low,seed_delta_frac,seed_sell_vol,seed_body_atr,seed_range_atr,seed_close_pos,confirm_delta_frac,confirm_close_pos,confirm_close_vs_level_atr,fwd_5m_atr,fwd_15m_atr,fwd_30m_atr
RITHMIC_RAW,2026-08-13 15:04:00+00:00,2026-08-13 15:05:00+00:00,2026-08-13 15:06:00+00:00,SHORT,4432.3,2.2857142857142856,4437.1,-0.4716981132075472,156.0,-1.7062499999998408,1.75,0.02500000000009095,-0.37735849056603776,0.0,-2.1875,2.3187500000000796,3.4125000000000796,5.731250000000159
RITHMIC_RAW,2026-08-14 01:32:00+00:00,2026-08-14 01:33:00+00:00,2026-08-14 01:34:00+00:00,SHORT,4370.0,3.4785714285714806,4370.2,-0.5061728395061729,61.0,-0.6036960985624624,0.804928131416878,0.07142857142882664,-0.14893617021276595,0.1428571428576069,-0.17248459958916293,-1.2361396303901775,-0.4312114989732995,-1.3798767967146106
RITHMIC_RAW,2026-08-14 10:26:00+00:00,2026-08-14 10:27:00+00:00,2026-08-14 10:28:00+00:00,SHORT,4407.6,1.300000000000052,4408.0,-0.42857142857142855,65.0,-1.307692307692815,1.923076923076846,0.15999999999985448,-0.21212121212121213,0.22222222222210994,-0.538461538461377,1.6923076923081843,1.2307692307694613,1.307692307692815
RITHMIC_RAW,2026-08-14 14:41:00+00:00,2026-08-14 14:42:00+00:00,2026-08-14 14:43:00+00:00,SHORT,4439.3,2.1642857142857275,4441.2,-0.46875,282.0,-0.9702970297027123,1.0165016501649262,0.04545454545471458,-0.2457627118644068,0.1428571428572666,-0.9702970297027123,0.6468646864688951,0.0924092409240078,-3.834983498349896
RITHMIC_RAW,2026-08-16 23:22:00+00:00,2026-08-16 23:23:00+00:00,2026-08-16 23:24:00+00:00,SHORT,4431.8,1.4642857142857142,4434.0,-0.7209302325581395,37.0,-2.731707317073171,2.8682926829267053,0.04761904761900637,-0.07692307692307693,0.2142857142858999,-1.5024390243901198,1.2292682926830512,4.643902439024515,3.2097560975608515
RITHMIC_RAW,2026-08-17 01:47:00+00:00,2026-08-17 01:48:00+00:00,2026-08-17 01:49:00+00:00,SHORT,4452.4,2.600000000000039,4454.1,-0.4956521739130435,86.0,-0.9999999999997751,1.1538461538461364,0.0666666666669092,-0.42857142857142855,0.08333333333327017,-0.6923076923077518,-0.23076923076936723,0.1153846153843338,0.8846153846150915
RITHMIC_RAW,2026-08-17 01:48:00+00:00,2026-08-17 01:49:00+00:00,2026-08-17 01:50:00+00:00,SHORT,4451.6,2.607142857142857,4453.4,-0.42857142857142855,125.0,-0.49863013698637115,0.9205479452053399,0.08333333333327017,-0.09183673469387756,0.37037037037039533,-0.613698630136777,-0.958904109589041,-0.11506849315040585,0.4219178082193176
RITHMIC_RAW,2026-08-17 08:42:00+00:00,2026-08-17 08:43:00+00:00,2026-08-17 08:44:00+00:00,SHORT,4453.5,1.2571428571429482,4454.9,-0.5428571428571428,54.0,-0.7954545454544879,1.1931818181817317,0.20000000000012128,-0.4098360655737705,0.0,-1.1931818181817317,1.431818181818223,2.2272727272727106,-1.8295454545454668
RITHMIC_RAW,2026-08-17 18:02:00+00:00,2026-08-17 18:03:00+00:00,2026-08-17 18:04:00+00:00,SHORT,4468.7,1.3785714285713766,4470.4,-0.568075117370892,167.0,-1.088082901554445,1.6683937823836146,0.17391304347808895,-0.06569343065693431,0.3157894736839838,-1.4507772020725935,-0.5077720207252758,-3.2642487046633355,9.06735751295371
RITHMIC_RAW,2026-08-17 22:26:00+00:00,2026-08-17 22:27:00+00:00,2026-08-17 22:28:00+00:00,SHORT,4469.0,0.8642857142858053,4471.4,-0.6,60.0,-1.966942148759913,2.4297520661158676,0.09523809523799212,-0.025210084033613446,0.42857142857152136,-2.7768595041315183,0.8099173553716051,-1.966942148759913,1.7355371900824619
RITHMIC_RAW,2026-08-18 02:01:00+00:00,2026-08-18 02:02:00+00:00,2026-08-18 02:03:00+00:00,SHORT,4458.3,2.400000000000091,4460.9,-0.5730337078651685,140.0,-1.9583333333331834,2.0833333333332544,0.06000000000003638,-0.09352517985611511,0.2916666666665246,-1.0416666666666272,0.45833333333346754,-0.12500000000007105,0.3333333333333965
RITHMIC_RAW,2026-08-18 11:03:00+00:00,2026-08-18 11:04:00+00:00,2026-08-18 11:05:00+00:00,SHORT,4450.5,0.9928571428572468,4452.9,-0.6764705882352942,57.0,-2.517985611510528,2.517985611510528,0.0,-0.4444444444444444,0.22727272727274606,-2.4172661870497403,0.5035971223021055,1.1079136690649987,4.935251798560268
RITHMIC_RAW,2026-08-18 11:23:00+00:00,2026-08-18 11:24:00+00:00,2026-08-18 11:25:00+00:00,SHORT,4446.5,1.0571428571428052,4448.3,-0.4805194805194805,57.0,-0.7567567567561057,1.2297297297299623,0.153846153846692,-0.4857142857142857,0.153846153846692,-1.608108108108015,0.1891891891890264,-0.2837837837839698,-0.5675675675679396
RITHMIC_RAW,2026-08-18 20:43:00+00:00,2026-08-18 20:44:00+00:00,2026-08-18 20:45:00+00:00,SHORT,4387.0,1.299999999999922,4389.7,-0.5535714285714286,87.0,-2.0769230769230616,2.307692307692446,0.10000000000006064,-0.21481481481481482,0.3076923076922001,-2.0769230769230616,-0.9230769230768384,-1.9230769230770384,
RITHMIC_RAW,2026-08-19 05:08:00+00:00,2026-08-19 05:09:00+00:00,2026-08-19 05:10:00+00:00,SHORT,4395.9,1.6142857142858051,4396.5,-0.7192982456140351,49.0,-1.1150442477876605,1.1150442477876605,0.0,-0.1891891891891892,0.35714285714294997,-0.30973451327431883,2.2920353982298467,0.4336283185839337,-0.30973451327431883
RITHMIC_RAW,2026-08-19 05:17:00+00:00,2026-08-19 05:18:00+00:00,2026-08-19 05:19:00+00:00,SHORT,4390.6,1.5857142857143376,4391.5,-0.6909620991253644,290.0,-1.0090090090086319,1.26126126126122,0.20000000000027285,-0.15789473684210525,0.428571428571243,-0.5045045045046027,-3.342342342341774,-2.837837837837745,-0.5045045045040292
RITHMIC_RAW,2026-08-20 01:01:00+00:00,2026-08-20 01:02:00+00:00,2026-08-20 01:03:00+00:00,SHORT,4553.2,3.2285714285716756,4560.2,-0.47058823529411764,300.0,-2.137168141592926,3.0353982300883198,0.2346938775510346,-0.3302540415704388,0.0,-2.075221238937838,-0.03097345132754394,-0.15486725663715628,-1.022123893805288
RITHMIC_RAW,2026-08-20 01:53:00+00:00,2026-08-20 01:54:00+00:00,2026-08-20 01:55:00+00:00,SHORT,4543.0,2.4714285714285973,4546.1,-0.6637931034482759,579.0,-1.092485549133231,1.3757225433528075,0.14705882352938815,-0.205607476635514,0.41176470588229,-1.335260115606996,-1.7803468208090827,-4.127167630057687,-3.520231213872722
RITHMIC_RAW,2026-08-20 04:28:00+00:00,2026-08-20 04:29:00+00:00,2026-08-20 04:30:00+00:00,SHORT,4547.4,1.242857142857117,4551.4,-0.5947712418300654,122.0,-1.448275862069142,2.0919540229881104,0.15384615384604622,-0.31746031746031744,0.1724137931034699,-3.0574712643672943,1.2068965517241632,2.5747126436780685,0.9655172413791842
RITHMIC_RAW,2026-08-20 08:30:00+00:00,2026-08-20 08:31:00+00:00,2026-08-20 08:32:00+00:00,SHORT,4544.5,1.8571428571427273,4547.0,-0.39325842696629215,62.0,-0.6461538461542831,1.130769230769016,0.1428571428568335,-0.3723404255319149,0.2121212121214209,-1.2923076923075867,-3.3923076923080275,-0.4846153846152226,-0.7000000000001468
RITHMIC_RAW,2026-08-20 11:17:00+00:00,2026-08-20 11:18:00+00:00,2026-08-20 11:19:00+00:00,SHORT,4538.2,1.8642857142856104,4539.4,-0.5700934579439252,84.0,-1.7701149425289318,1.8237547892719372,0.0,-0.3565217391304348,0.1874999999996092,-0.8045977011494702,-1.823754789272425,-0.8582375478929632,7.080459770115239
RITHMIC_RAW,2026-08-24 01:30:00+00:00,2026-08-24 01:31:00+00:00,2026-08-24 01:32:00+00:00,SHORT,4665.4,3.9785714285714806,4667.9,-0.4700854700854701,86.0,-1.3824057450628184,1.3824057450628184,0.0,-0.21153846153846154,0.22222222222199767,-0.678635547576247,-2.387791741472141,-1.9102333931778044,-5.780969479353605
RITHMIC_RAW,2026-08-25 16:09:00+00:00,2026-08-25 16:10:00+00:00,2026-08-25 16:11:00+00:00,SHORT,4700.4,2.192857142857065,4703.2,-0.3482142857142857,151.0,-1.18566775244279,1.2768729641690948,0.0,-0.30742049469964666,0.1874999999996092,-1.2768729641695094,0.0,0.912052117263876,-0.04560260586335971
RITHMIC_RAW,2026-08-26 00:21:00+00:00,2026-08-26 00:22:00+00:00,2026-08-26 00:23:00+00:00,SHORT,4703.5,2.3928571428572076,4707.2,-0.44966442953020136,108.0,-1.0029850746266864,1.379104477611979,0.09090909090914102,-0.36082474226804123,0.22727272727274606,-1.5462686567163,0.08358208955216052,1.838805970149052,3.3432835820894615
RITHMIC_RAW,2026-08-26 14:59:00+00:00,2026-08-26 15:00:00+00:00,2026-08-26 15:01:00+00:00,SHORT,4656.6,3.650000000000026,4661.4,-0.3401015228426396,264.0,-1.2328767123287583,1.5342465753425545,0.035714285714250914,-0.022058823529411766,0.0,-1.2328767123287583,2.8493150684932798,3.7534246575344192,1.5342465753425545
RITHMIC_RAW,2026-08-27 00:43:00+00:00,2026-08-27 00:44:00+00:00,2026-08-27 00:45:00+00:00,SHORT,4660.5,2.357142857142922,4663.3,-0.5857142857142857,111.0,-1.2303030303028422,1.4424242424240483,0.0294117647059925,-0.2564841498559078,0.2631578947368295,-1.2303030303032279,-1.4000000000000385,0.5515151515152135,-7.806060606060237
RITHMIC_RAW,2026-08-28 08:40:00+00:00,2026-08-28 08:41:00+00:00,2026-08-28 08:42:00+00:00,SHORT,4658.8,1.6214285714286234,4660.1,-0.48031496062992124,94.0,-1.04845814977959,1.2951541850216484,0.0,-0.5555555555555556,0.25,-0.8634361233483265,1.9118942731279165,1.665198237885297,1.7268722466960922
RITHMIC_RAW,2026-08-28 08:41:00+00:00,2026-08-28 08:42:00+00:00,2026-08-28 08:43:00+00:00,SHORT,4658.2,1.5785714285715196,4659.1,-0.5555555555555556,56.0,-0.3800904977377651,0.7601809954755302,0.25,-0.5,0.14285714285640042,-0.5701357466066477,1.3303167420810256,1.3303167420810256,1.9004524886876732
RITHMIC_RAW,2026-08-28 11:35:00+00:00,2026-08-28 11:36:00+00:00,2026-08-28 11:37:00+00:00,SHORT,4650.0,1.0857142857142077,4650.2,-0.5068493150684932,55.0,-1.2894736842102839,1.5657894736841556,0.058823529411985,-0.4098360655737705,0.4166666666667298,-0.36842105263127034,4.144736842105561,1.5657894736841556,3.592105263157818
RITHMIC_RAW,2026-08-31 08:33:00+00:00,2026-08-31 08:34:00+00:00,2026-08-31 08:35:00+00:00,SHORT,4486.3,1.8428571428571558,4486.2,-0.34146341463414637,55.0,-1.0852713178294497,1.6279069767441745,0.0,-0.25,0.05882352941145,-0.16279069767451615,-0.3255813953485388,-0.10852713178284627,-1.4108527131779884
RITHMIC_RAW,2026-08-31 23:12:00+00:00,2026-08-31 23:13:00+00:00,2026-08-31 23:14:00+00:00,SHORT,4492.5,0.8428571428571558,4494.1,-0.5238095238095238,32.0,-1.3050847457620443,1.5423728813550452,0.15384615384610004,-0.5462184873949579,0.3999999999996362,-1.6610169491531641,0.5932203389830417,0.47457627118600176,-2.016949152542126
RITHMIC_RAW,2026-09-01 01:22:00+00:00,2026-09-01 01:23:00+00:00,2026-09-01 01:24:00+00:00,SHORT,4489.4,2.3714285714285586,4492.0,-0.6116504854368932,249.0,-1.096385542168834,1.5180722891567882,0.24999999999987368,-0.22580645161290322,0.4545454545453042,-0.885542168674857,0.4216867469879541,-0.4638554216869029,0.12650602409607942
RITHMIC_RAW,2026-09-01 03:24:00+00:00,2026-09-01 03:25:00+00:00,2026-09-01 03:26:00+00:00,SHORT,4481.0,1.4285714285713635,4482.4,-0.5614035087719298,89.0,-1.189999999999927,1.609999999999564,0.0,-0.29411764705882354,0.18181818181810666,-0.7699999999996531,-1.9600000000002165,-3.850000000000175,-6.020000000000529
RITHMIC_RAW,2026-09-01 13:00:00+00:00,2026-09-01 13:01:00+00:00,2026-09-01 13:02:00+00:00,SHORT,4393.2,3.2857142857142208,4403.6,-0.32909930715935337,1151.0,-1.765217391304438,2.6478260869565187,0.14942528735624133,-0.3227176220806794,0.27380952380952767,-3.2260869565219137,2.891304347826144,4.047826086956657,-1.3391304347828012
RITHMIC_RAW,2026-09-02 08:53:00+00:00,2026-09-02 08:54:00+00:00,2026-09-02 08:55:00+00:00,SHORT,4361.1,1.8285714285714545,4363.7,-0.5645161290322581,97.0,-0.8749999999996891,1.1484375000001827,0.04761904761921261,-0.3804347826086957,0.41666666666662455,-1.4765624999998797,0.8203124999999883,-2.406249999999767,2.8437500000003575
RITHMIC_RAW,2026-09-02 09:22:00+00:00,2026-09-02 09:23:00+00:00,2026-09-02 09:24:00+00:00,SHORT,4356.6,1.449999999999818,4358.3,-0.38823529411764707,59.0,-0.41379310344857867,0.896551724138169,0.1538461538459924,-0.24050632911392406,0.2857142857141001,-1.2413793103451087,0.896551724138169,0.41379310344857867,0.1379310344832777
RITHMIC_RAW,2026-09-03 00:33:00+00:00,2026-09-03 00:34:00+00:00,2026-09-03 00:35:00+00:00,SHORT,4428.0,1.5142857142855715,4430.2,-0.5263157894736842,29.0,-0.7924528301892345,1.1886792452826505,0.16666666666632982,-0.3176470588235294,0.05555555555575205,-1.4528301886792623,-3.8962264150944668,-4.754716981132404,-8.254716981132853
RITHMIC_RAW,2026-09-03 18:28:00+00:00,2026-09-03 18:29:00+00:00,2026-09-03 18:30:00+00:00,SHORT,4527.0,1.642857142857078,4529.4,-0.41916167664670656,237.0,-1.7043478260871345,2.1304347826087797,0.08571428571433769,-0.291044776119403,0.25,-1.2782608695649358,0.2434782608693534,-1.1565217391302591,2.4956521739133635
RITHMIC_RAW,2026-09-03 18:29:00+00:00,2026-09-03 18:30:00+00:00,2026-09-03 18:31:00+00:00,SHORT,4525.9,1.642857142857078,4528.2,-0.291044776119403,173.0,-0.6695652173909986,1.2173913043478741,0.25,-0.030303030303030304,0.0,-1.400000000000166,-0.6086956521739371,-1.8869565217394264,1.2782608695649358
RITHMIC_RAW,2026-09-04 17:39:00+00:00,2026-09-04 17:40:00+00:00,2026-09-04 17:41:00+00:00,SHORT,4468.7,2.2357142857143635,4470.2,-0.3904761904761905,146.0,-0.939297124600769,1.1629392971243162,0.15384615384604622,-0.08620689655172414,0.470588235294275,-0.5367412140574079,1.3418530351437232,1.2971246006387698,1.5207667731627237
RITHMIC_RAW,2026-09-07 08:39:00+00:00,2026-09-07 08:40:00+00:00,2026-09-07 08:41:00+00:00,SHORT,4460.2,2.2785714285713374,4461.9,-0.5128205128205128,118.0,-1.272727272727164,1.272727272727164,0.0,-0.1048951048951049,0.1428571428576069,-0.7899686520373298,0.3949843260186649,1.6238244514106435,0.789968652037729
RITHMIC_RAW,2026-09-07 09:29:00+00:00,2026-09-07 09:30:00+00:00,2026-09-07 09:31:00+00:00,SHORT,4449.8,1.142857142857013,4452.4,-0.5,147.0,-1.48750000000001,1.9250000000000598,0.22727272727274606,-0.2818181818181818,0.2666666666667273,-2.0999999999999206,-1.1375000000002886,-4.637500000000687,-1.6624999999998706
RITHMIC_RAW,2026-09-08 07:38:00+00:00,2026-09-08 07:39:00+00:00,2026-09-08 07:40:00+00:00,SHORT,4437.5,2.157142857142844,4440.1,-0.4810126582278481,117.0,-0.5099337748346088,1.5298013245034048,0.21212121212114532,-0.3533834586466165,0.3333333333334252,-1.205298013245209,-1.251655629138996,0.9271523178808003,2.271523178807792
RITHMIC_RAW,2026-09-08 16:08:00+00:00,2026-09-08 16:09:00+00:00,2026-09-08 16:10:00+00:00,SHORT,4426.3,1.8142857142856232,4436.4,-0.554140127388535,122.0,-1.0472440944885424,1.4881889763784284,0.11111111111114853,-0.3170007423904974,0.12264150943389994,-5.5118110236223234,-2.8110236220470846,-6.283464566929249,-7.165354330709021
RITHMIC_RAW,2026-09-09 02:32:00+00:00,2026-09-09 02:33:00+00:00,2026-09-09 02:34:00+00:00,SHORT,4413.5,1.1142857142858702,4415.3,-0.4666666666666667,55.0,-0.8974358974357719,1.4358974358967453,0.0,-0.3333333333333333,0.2499999999998579,-1.6153846153845526,-0.9871794871796755,-7.179487179486175,-9.15384615384471
RITHMIC_RAW,2026-09-09 08:09:00+00:00,2026-09-09 08:10:00+00:00,2026-09-09 08:11:00+00:00,SHORT,4449.1,1.557142857142935,4450.4,-0.5257731958762887,74.0,-1.7981651376147056,1.7981651376147056,0.0,-0.19626168224299065,0.23076923076906933,-0.9633027522935298,0.7064220183488221,2.183486238532351,2.6330275229358815
RITHMIC_RAW,2026-09-09 09:54:00+00:00,2026-09-09 09:55:00+00:00,2026-09-09 09:56:00+00:00,SHORT,4433.9,1.4357142857143768,4436.4,-0.5333333333333333,115.0,-1.184079601989848,1.3930348258705585,0.15000000000009095,-0.27419354838709675,0.0,-1.950248756218275,-0.8358208955228419,-1.8805970149257607,-3.1343283582087564
RITHMIC_RAW,2026-09-09 18:41:00+00:00,2026-09-09 18:42:00+00:00,2026-09-09 18:43:00+00:00,SHORT,4455.3,1.69285714285713,4458.7,-0.3561643835616438,99.0,-2.185654008438728,2.481012658228297,0.04761904761921261,-0.6410256410256411,0.0,-1.890295358649696,1.2995780590716324,4.725738396624509,7.147679324894784
RITHMIC_RAW,2026-09-09 18:56:00+00:00,2026-09-09 18:57:00+00:00,2026-09-09 18:58:00+00:00,SHORT,4447.4,1.5357142857143506,4450.4,-0.6446700507614214,324.0,-2.018604651162942,2.6697674418605892,0.2439024390243686,-0.21212121212121213,0.3478260869565733,-2.01860465116235,3.060465116278822,2.7348837209299983,0.06511627906940935
RITHMIC_RAW,2026-09-10 06:12:00+00:00,2026-09-10 06:13:00+00:00,2026-09-10 06:14:00+00:00,SHORT,4461.4,2.5285714285714027,4465.3,-0.6158940397350994,122.0,-1.5423728813558042,1.5819209039548185,0.02500000000009095,-0.3065326633165829,0.04545454545471458,-1.5819209039548185,0.7514124293783949,0.4350282485873593,-2.8870056497176155
RITHMIC_RAW,2026-09-10 07:25:00+00:00,2026-09-10 07:26:00+00:00,2026-09-10 07:27:00+00:00,SHORT,4453.2,1.7857142857143506,4454.0,-0.5720524017467249,180.0,-1.0639999999997576,1.399999999999949,0.15999999999985448,-0.10344827586206896,0.0,-0.6160000000001813,0.22399999999978812,1.8480000000000347,-1.2319999999998534
