source_feed,rule,signal_time_utc,entry_time_utc,clock_offset_min,broker_target_msc,entry_tick_msc,entry_lag_ms,entry_bid,entry_ask,entry_spread,entry_spread_bps,xau_atr14_m1,executable,reject_reason,exit_1m_bid,exit_1m_lag_ms,ret_1m_bps,ret_1m_atr,exit_3m_bid,exit_3m_lag_ms,ret_3m_bps,ret_3m_atr,exit_5m_bid,exit_5m_lag_ms,ret_5m_bps,ret_5m_atr,exit_10m_bid,exit_10m_lag_ms,ret_10m_bps,ret_10m_atr,exit_15m_bid,exit_15m_lag_ms,ret_15m_bps,ret_15m_atr,exit_30m_bid,exit_30m_lag_ms,ret_30m_bps,ret_30m_atr,exit_60m_bid,exit_60m_lag_ms,ret_60m_bps,ret_60m_atr,mfe_15m_bps,mae_15m_bps,mfe_15m_atr,mae_15m_atr,mfe_60m_bps,mae_60m_bps,mfe_60m_atr,mae_60m_atr
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-04T04:48:00+00:00,2026-08-04T04:49:00+00:00,180,1785829740000,1785829743003.0,3003,4065.45,4065.95,0.5,1.229724910537513,1.0267857142857142,True,,4064.71,2408.0,-3.0497177781324947,-1.207652173912831,4064.32,1359.0,-4.008903208351442,-1.5874782608692288,4064.66,6.0,-3.1726902691866936,-1.2563478260869212,4063.84,9.0,-5.1894391224674985,-2.054956521738812,4062.79,9.0,-7.771861434596723,-3.0775652173911627,4060.62,1357.0,-13.108867546329707,-5.19095652173906,4060.76,458.0,-12.7645445713784,-5.054608695651785,-1.1559414159047698,-7.944022922072377,-0.4577391304345878,-3.1457391304348006,3.935119713720936,-21.889103407566832,1.5582608695655717,-8.667826086956168
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-04T05:24:00+00:00,2026-08-04T05:25:00+00:00,180,1785831900000,1785831900009.0,9,4063.11,4063.58,0.4699999999997999,1.1566155951151447,1.2371428571429337,True,,4062.64,162.0,-2.313231190231408,-0.7598152424942234,4062.9,10.0,-1.6734012865498804,-0.5496535796765081,4063.11,8.0,-1.1566155951151447,-0.3799076212469279,4061.89,610.0,-4.158894373926573,-1.3660508083140472,4060.51,153.0,-7.554914631924827,-2.481524249422244,4058.98,166.0,-11.320067526663458,-3.7182448036948466,4062.78,2.0,-1.9687073959408383,-0.6466512702075916,9.769710452360368,-9.671275082562264,3.209006928406474,-3.176674364895745,9.769710452360368,-12.427465436880109,3.209006928406474,-4.081986143186594
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-04T22:27:00+00:00,2026-08-04T22:28:00+00:00,180,1785893280000,1785893280009.0,9,4079.03,4079.56,0.5299999999997453,1.299159713301791,0.9950000000000208,True,,4078.61,1359.0,-2.328682504975581,-0.954773869346531,4079.36,158.0,-0.4902489484155598,-0.20100502512544113,4080.1,4.0,1.323672160723126,0.5427135678391481,4083.0,3305.0,8.43228191275543,3.4572864321607866,4083.35,6.0,9.290217572483218,3.809045226130537,4077.38,607.0,-5.34371353773406,-2.1909547738691364,4066.99,155.0,-30.812146407946358,-12.63316582914563,14.854543137004837,-2.328682504975581,6.090452261306351,-0.954773869346531,14.854543137004837,-34.83218778495729,6.090452261306351,-14.281407035175619
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-04T22:32:00+00:00,2026-08-04T22:33:00+00:00,180,1785893580000,1785893580004.0,4,4080.1,4080.62,0.5199999999999818,1.2743161578387152,0.9714285714285325,True,,4080.31,451.0,-0.7596884787114346,-0.31911764705878015,4081.63,4355.0,2.475114075802742,1.0397058823532075,4083.0,3305.0,5.832447030108438,2.4500000000002107,4083.35,6.0,6.690159828653534,2.8102941176471905,4082.91,754.0,5.611892310482141,2.357352941176528,4069.74,158.0,-26.662614994780476,-11.200000000000562,4069.0,154.0,-28.476064911704327,-11.96176470588272,12.253039979218846,-1.617401277256531,5.147058823529618,-0.6794117647057598,12.253039979218846,-37.420784096534305,5.147058823529618,-15.719117647059436
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-05T00:18:00+00:00,2026-08-05T00:19:00+00:00,180,1785899940000,1785899940310.0,310,4075.39,4075.89,0.5,1.2267259420641874,1.3249999999999804,True,,4074.79,156.0,-2.6987970725409887,-0.8301886792452267,4075.07,309.0,-2.011830544984553,-0.6188679245280914,4077.27,161.0,3.3857636000974245,1.0415094339623618,4078.53,13.0,6.477112974099713,1.9924528301889557,4079.26,458.0,8.26813284951347,2.5433962264153926,4079.26,307.0,8.26813284951347,2.5433962264153926,4086.1,159.0,25.04974373695079,7.705660377358632,12.193655864118647,-5.1522489566693634,3.750943396226663,-1.5849056603773133,30.815355664652248,-5.1522489566693634,9.479245283018967,-1.5849056603773133
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-05T00:23:00+00:00,2026-08-05T00:24:00+00:00,180,1785900240000,1785900240161.0,161,4077.27,4077.76,0.49000000000023647,1.2016401161427757,1.3878571428571962,True,,4076.75,7.0,-2.4768500353140404,-0.7277406073084155,4077.84,155.0,0.1961861414107923,0.05764282038079971,4078.53,13.0,1.8882916110805485,0.5548121461656886,4079.26,458.0,3.678490151455701,1.0808028821409774,4080.53,610.0,6.792945146354817,1.995882655686992,4082.08,1057.0,10.594051636191706,3.1127123005658057,4087.42,157.0,23.689476575374357,6.960370560987791,12.629482853330348,-4.389664914071496,3.710756562017094,-1.289758106021868,26.21537314603998,-4.389664914071496,7.702521873391078,-1.289758106021868
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-05T10:55:00+00:00,2026-08-05T10:56:00+00:00,180,1785938160000,1785938160005.0,5,4159.56,4160.01,0.4499999999998181,1.0817281689222336,1.2796428571429195,True,,4158.89,154.0,-2.692301220429496,-0.875244208763478,4160.28,4.0,0.6490369013524656,0.21099637175513228,4161.67,160.0,3.9903750231366133,1.2972369522744533,4164.27,306.0,10.24035999913514,3.3290538654758666,4167.84,605.0,18.822070139254297,6.118894780909497,4169.44,4.0,22.66821473986693,7.369243650571304,4188.77,308.0,69.1344491960361,22.475020932178815,20.721104035807343,-3.2211461030145254,6.736254535305196,-1.047167178342234,72.13924966526575,-3.2211461030145254,23.451855986602432,-1.047167178342234
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-05T10:57:00+00:00,2026-08-05T10:58:00+00:00,180,1785938280000,1785938280008.0,8,4161.14,4161.59,0.4499999999998181,1.0813174772138006,1.3589285714284804,True,,4160.28,4.0,-3.1478353225579645,-0.9639947437585719,4161.67,160.0,0.19223421817124522,0.058869908015719126,4162.43,153.0,2.0184592908002603,0.6181340341657201,4164.7,158.0,7.473105231413168,2.2885676741129215,4168.64,156.0,16.94064047635683,5.1879106438901,4176.45,454.0,35.707506025340486,10.935085413929531,4190.54,460.0,69.5647577007822,21.3035479632076,22.27514003061216,-3.4842452043565513,6.82155059132731,-1.0670170827857457,70.86233867343918,-3.4842452043565513,21.70091984231404,-1.0670170827857457
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-05T11:09:00+00:00,2026-08-05T11:10:00+00:00,180,1785939000000,1785939000452.0,452,4166.49,4166.95,0.4600000000000364,1.1039249331046364,1.4810714285711453,True,,4167.84,605.0,2.135854761876978,0.6009163250545921,4168.64,156.0,4.055724210754891,1.1410658307215653,4170.72,8.0,9.047384777836156,2.545454545455327,4171.31,4.0,10.463288496383642,2.9438148058847275,4170.32,160.0,8.087450053396108,2.2753797926215333,4184.87,7.0,43.00507565485565,12.099348926937497,4197.77,156.0,73.96297051800626,20.80925970581583,16.006911530016133,-1.7518808720996495,4.503496503497414,-0.4928864239207062,76.96276653187732,-1.7518808720996495,21.653243308420283,-0.4928864239207062
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-05T11:42:00+00:00,2026-08-05T11:43:00+00:00,180,1785940980000,1785940980004.0,4,4187.58,4188.03,0.4499999999998181,1.0744908704088034,2.6767857142858054,True,,4187.53,5.0,-1.193878744899153,-0.18679119412941325,4183.54,9.0,-10.721031129193873,-1.6773849232820495,4184.6,156.0,-8.190008190006713,-1.281387591727544,4188.49,157.0,1.0983684453073077,0.1718478985990738,4190.54,460.0,5.99327129939427,0.9376917945297361,4198.71,160.0,25.501249991046606,3.989859906604376,4193.72,9.0,13.58634011695358,2.1256837891929132,7.282660343885269,-12.4879716716441,1.1394262841894889,-1.9538358905934996,60.41026449189758,-12.4879716716441,9.451634422948379,-1.9538358905934996
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-05T13:22:00+00:00,2026-08-05T13:23:00+00:00,180,1785946980000,1785946980007.0,7,4196.49,4196.94,0.4499999999998181,1.0722097528194783,2.653928571428943,True,,4195.79,13.0,-2.7400915905389076,-0.4333198761941234,4195.19,157.0,-4.169704594299657,-0.6593998115999615,4195.01,158.0,-4.5985884954261484,-0.7272237922214388,4200.19,160.0,7.743737103699362,1.2245996501142142,4194.01,8.0,-6.981276835025953,-1.104023684564274,4198.47,2.0,3.6455131595892603,0.5765038352847845,4233.87,3.0,87.99268038142145,13.915220024221012,16.297588242863004,-10.507655577634788,2.5773112636250475,-1.6616875252318482,99.28662311112402,-18.084604497560694,15.70125151392597,-2.859911182881831
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-05T13:31:00+00:00,2026-08-05T13:32:00+00:00,180,1785947520000,1785947520159.0,159,4200.11,4200.56,0.4500000000007276,1.071285733332526,3.00285714285727,True,,4200.19,160.0,-0.8808349362961136,-0.12321598477666473,4202.07,10.0,3.5947587940639076,0.502854424357503,4196.91,12.0,-8.689317614795517,-1.2155090390105965,4200.1,1.0,-1.0950920829604536,-0.1531874405328315,4193.31,1.0,-17.259603481440568,-2.414367269267262,4208.32,9.0,18.473727312547155,2.5842055185534187,4239.03,7.0,91.58302702496653,12.811132254994481,9.260670005902588,-19.116498752548836,1.295432921027344,-2.6741198858231305,99.2486716056897,-26.68691793475164,13.883444338724303,-3.7331113225498065
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-05T15:26:00+00:00,2026-08-05T15:27:00+00:00,180,1785954420000,1785954420154.0,154,4264.65,4265.1,0.4500000000007276,1.0550749103203385,2.783214285714231,True,,4260.74,6.0,-10.222503575533004,-1.5665340690365546,4257.17,158.0,-18.592764530726807,-2.849223662261164,4257.63,156.0,-17.514243511289898,-2.68394713204172,4256.46,15.0,-20.25743827811851,-3.1043243936868206,4256.68,159.0,-19.741623877517693,-3.025279096625262,4237.52,8.0,-64.6643689479729,-9.909405877069334,4240.5,43.0,-57.67742843075276,-8.838701398691438,-0.2344610911827713,-25.32179784764761,-0.035929680482615696,-3.880405492108444,-0.2344610911827713,-94.93329581956036,-0.035929680482615696,-14.547927627358419
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-05T16:23:00+00:00,2026-08-05T16:24:00+00:00,180,1785957840000,1785957840157.0,157,4239.83,4240.25,0.42000000000007276,0.9905076351631927,2.412857142856995,True,,4238.73,157.0,-3.5846942986862484,-0.6299585553584197,4240.5,43.0,0.5895878780732268,0.10361160449971032,4240.86,755.0,1.4385944224979013,0.25281231497915746,4240.07,156.0,-0.42450327221340967,-0.07460035523991206,4244.73,156.0,10.565414775071195,1.856719952634628,4245.64,156.0,12.711514651259542,2.23386619301389,4237.64,8.0,-6.155297447083716,-1.08170515097684,12.73509816638084,-5.259123872412154,2.238010657193592,-0.9242155121372351,16.484877070926906,-8.27781380814862,2.8969804618118102,-1.4547069271760233
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-05T23:12:00+00:00,2026-08-05T23:13:00+00:00,180,1785982380000,1785982380158.0,158,4257.08,4257.58,0.5,1.1743760540025086,1.4578571428572624,True,,4254.11,456.0,-8.150169814778007,-2.3802057814796465,4258.45,156.0,2.0434143339641087,0.5967662910336832,4258.36,157.0,1.832026644243315,0.5350318471335394,4260.82,8.0,7.609956829935742,2.2224399804014316,4260.93,159.0,7.868319561817661,2.2978931896129957,4281.08,159.0,55.1956745381179,16.119549240567025,4266.21,157.0,20.269730692083552,5.919647231748732,12.002123271904868,-11.438422765984177,3.5051445369911587,-3.340519353257858,56.76933845048143,-11.438422765984177,16.579127878489626,-3.340519353257858
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-05T23:40:00+00:00,2026-08-05T23:41:00+00:00,180,1785984060000,1785984060159.0,159,4279.68,4280.18,0.5,1.1681751702031222,2.766785714285691,True,,4278.11,8.0,-4.8362452046423705,-0.7481605782885995,4279.33,308.0,-1.9858977893461578,-0.30721569639873997,4277.73,157.0,-5.724058333996998,-0.8855040660903698,4274.67,7.0,-12.873290375638916,-1.9914805731251763,4275.55,5.0,-10.817302076081166,-1.6734219697948127,4270.74,2.0,-22.055147213436136,-3.4119013811800243,4288.01,4.0,18.293623165380723,2.8299987091777434,3.6680700344371235,-19.81225088664606,0.5674454627596776,-3.064928359365112,25.162493166174148,-36.937698881823664,3.892603588485727,-5.714211953014263
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-06T06:02:00+00:00,2026-08-06T06:03:00+00:00,180,1786006980000,1786006980157.0,157,4267.78,4268.23,0.4499999999998181,1.0543011974514451,1.9928571428570518,True,,4268.11,309.0,-0.28114698598690996,-0.06021505376338884,4267.62,153.0,-1.4291638454339917,-0.30609318996400736,4266.61,8.0,-3.795484310826481,-0.8129032258064339,4257.67,7.0,-24.740934766869387,-5.298924731182782,4255.82,4.0,-29.075284134172374,-6.227240143369387,4256.25,6.0,-28.067840767717684,-6.011469534050235,4253.69,156.0,-34.06564313544482,-7.2960573476705655,0.16400240849396228,-29.215857627164763,0.035125448028985776,-6.257347670250853,0.16400240849396228,-44.49151053246845,0.035125448028985776,-9.529032258064841
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-06T07:12:00+00:00,2026-08-06T07:13:00+00:00,180,1786011180000,1786011180156.0,156,4263.2,4263.58,0.38000000000010914,0.8912697779802634,1.671785714285761,True,,4262.84,158.0,-1.7356306202763447,-0.4426404614397203,4262.36,9.0,-2.861445076673253,-0.7297585985901768,4261.64,8.0,-4.550166761265415,-1.1604358043150453,4260.49,304.0,-7.2474305630482965,-1.8483230079043294,4262.05,7.0,-3.5885335797610116,-0.9151890621660259,4256.61,156.0,-16.34776408558126,-4.1691946165349645,4267.58,755.0,9.381787136631656,2.3926511429181128,3.752714854653516,-12.759230505818115,0.9570604571674628,-3.254005554368394,10.507601593028564,-26.175186111201985,2.6797692800685695,-6.675496688741448
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-06T08:31:00+00:00,2026-08-06T08:32:00+00:00,180,1786015920000,1786015920002.0,2,4273.29,4273.74,0.4499999999998181,1.0529419197232825,2.438214285714431,True,,4272.26,1058.0,-3.4630089804236186,-0.6070016112492355,4273.46,6.0,-0.6551638611608225,-0.11483814266870371,4273.32,157.0,-0.9827457917422978,-0.17225721400324207,4270.97,307.0,-6.481442483631496,-1.1360773399733723,4274.45,153.0,1.6613083622308247,0.29119671891020704,4280.63,6.0,16.121710726437097,2.8258385821004492,4281.47,8.0,18.087202309921693,3.1703530101069335,3.135427049844271,-7.510985694029203,0.5495825399150701,-1.3165372784531368,25.340802201350407,-8.049156008553632,4.441775303939942,-1.4108686099309073
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-06T11:59:00+00:00,2026-08-06T12:00:00+00:00,180,1786028400000,1786028400159.0,159,4263.53,4263.98,0.4499999999998181,1.0553520419885134,2.3096428571428596,True,,4262.32,156.0,-3.8930764215588596,-0.718725838874221,4261.71,159.0,-5.323664745143099,-0.9828359362917379,4263.95,8.0,-0.07035680279866544,-0.012989021184364754,4257.68,158.0,-14.774928587843455,-2.7276944487394377,4256.17,154.0,-18.316220995406855,-3.3814751816914415,4261.41,9.0,-6.027232773136153,-1.112726148136567,4250.03,10.0,-32.71591330165671,-6.039894850780803,3.752362815961529,-20.16895013578735,0.6927477965054916,-3.7235194062159342,15.619210221438104,-34.826617385633746,2.8835627029537836,-6.429565486314895
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-06T12:35:00+00:00,2026-08-06T12:36:00+00:00,180,1786030560000,1786030560157.0,157,4270.28,4270.7,0.42000000000007276,0.9834453368301983,3.052857142857062,True,,4268.59,154.0,-4.940642049311993,-0.6911558259241039,4269.31,308.0,-3.2547357576027767,-0.45531118390248865,4268.42,458.0,-5.338703257076698,-0.7468413664014337,4266.34,6.0,-10.209099210901426,-1.4281703322413906,4255.28,9.0,-36.10649308075977,-5.051006083294495,4247.71,8.0,-53.83192450886221,-7.53065044454856,4254.11,4.0,-38.84609080478644,-5.434253626579508,-0.14049219097452567,-41.67934998946352,-0.019653720168294146,-5.830603649976816,-0.14049219097452567,-93.77853747629237,-0.019653720168294146,-13.118858212447762
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-06T14:07:00+00:00,2026-08-06T14:08:00+00:00,180,1786036080000,1786036080004.0,4,4269.87,4270.32,0.4499999999998181,1.0537851964251348,3.7264285714286416,True,,4269.92,4.0,-0.9366979523774243,-0.10734138393702897,4268.05,5.0,-5.31576087974561,-0.6091623538430665,4274.27,160.0,9.249892279737182,1.0599961663793205,4263.12,156.0,-16.860563142808545,-1.93214491086823,4263.09,154.0,-16.93081548923632,-1.9401955146634462,4272.58,158.0,5.2923434309377715,0.6064788192448238,4270.12,157.0,-0.46834897618871213,-0.05367069196851448,11.216957979729772,-23.394031360646938,1.2854130726470812,-2.680851063829678,11.216957979729772,-24.143389722548875,1.2854130726470812,-2.7667241709793013
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-06T17:38:00+00:00,2026-08-06T17:39:00+00:00,180,1786048740000,1786048740155.0,155,4242.55,4243.0,0.4499999999998181,1.0605703511661986,1.6928571428573247,True,,4242.03,156.0,-2.28611831251533,-0.5729957805908061,4242.17,11.0,-1.956163092151608,-0.49029535864969337,4242.68,459.0,-0.7541833608289158,-0.18902953586478669,4242.28,160.0,-1.696912561867204,-0.42531645569630727,4247.36,5.0,10.275748291302552,2.5755274261598675,4248.22,155.0,12.302616073533478,3.0835443037972876,4243.17,5.0,0.4006599104408974,0.10042194092830224,11.359886872495188,-6.386990337025774,2.847257383965767,-1.6008438818563897,15.413622436954899,-6.386990337025774,3.86329113924007,-1.6008438818563897
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-06T19:53:00+00:00,2026-08-06T19:54:00+00:00,180,1786056840000,1786056840009.0,9,4249.07,4249.52,0.4500000000007276,1.058943127696134,2.191428571428657,True,,4246.99,3.0,-5.953613584594624,-1.1544980443288066,4247.56,161.0,-4.6122856228469,-0.8943937418513507,4248.72,9.0,-1.882565560346067,-0.36505867014348464,4246.73,154.0,-6.56544739170747,-1.2731421121255118,4245.65,7.0,-9.106910898173911,-1.7659713168190707,4243.4,305.0,-14.40162653664602,-2.792698826597388,,4260157.0,,,2.3767390199347425,-13.601536173498783,0.46088657105572917,-2.6375488917863756,,,,
RITHMIC,BUYER_BREAKOUT_LONG,2026-08-07T01:07:00+00:00,2026-08-07T01:08:00+00:00,180,1786075680000,1786075680008.0,8,4244.74,4245.24,0.5,1.1777897127135335,3.096785714285683,True,,4243.87,6.0,-3.227143812834824,-0.442394187521593,4241.74,6.0,-8.244527988994733,-1.1302041287048896,4242.27,157.0,-6.996070893516846,-0.9590589320722235,4244.72,603.0,-1.2249013012209606,-0.16791604197885945,4244.2,157.0,-2.4498026024440636,-0.3358320839580126,4244.05,309.0,-2.8031395162572665,-0.3842694037595333,4260.81,157.0,36.67637165390089,5.027793795410237,11.353892830559918,-11.330337036302991,1.5564525429595049,-1.5532233883056983,38.23105407468241,-14.557480849137814,5.2409180025373985,-1.9956175758272912
