market,state,bars
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,31
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,17
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,3
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,9
BTCUSDT,TRANSITION,11
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,25
BTCUSDT,TRANSITION,16
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,8
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,10
BTCUSDT,RANGE,14
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,51
BTCUSDT,TRANSITION,3
BTCUSDT,EXPANSION,4
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,5
BTCUSDT,RANGE,19
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,29
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,6
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,14
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,17
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,6
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,4
BTCUSDT,EXPANSION,11
BTCUSDT,TRANSITION,8
BTCUSDT,EXPANSION,4
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,30
BTCUSDT,TRANSITION,6
BTCUSDT,RANGE,5
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,15
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,10
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,5
BTCUSDT,TRANSITION,6
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,13
BTCUSDT,RANGE,17
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,9
BTCUSDT,TRANSITION,5
BTCUSDT,EXPANSION,4
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,11
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,8
BTCUSDT,RANGE,4
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,4
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,7
BTCUSDT,TRANSITION,8
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,3
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,3
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,14
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,10
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,12
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,30
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,21
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,3
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,4
BTCUSDT,TRANSITION,14
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,4
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,9
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,8
BTCUSDT,EXPANSION,11
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,5
BTCUSDT,EXPANSION,3
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,13
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,10
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,2
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,20
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,20
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,14
BTCUSDT,TRANSITION,5
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,6
BTCUSDT,EXPANSION,4
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,17
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,10
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,10
BTCUSDT,EXPANSION,7
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,4
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,11
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,9
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,7
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,17
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,3
BTCUSDT,TRANSITION,8
BTCUSDT,RANGE,14
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,36
BTCUSDT,TRANSITION,8
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,13
BTCUSDT,TRANSITION,10
BTCUSDT,RANGE,26
BTCUSDT,TRANSITION,6
BTCUSDT,RANGE,12
BTCUSDT,TRANSITION,8
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,29
BTCUSDT,TRANSITION,8
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,16
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,4
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,19
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,8
BTCUSDT,EXPANSION,5
BTCUSDT,TRANSITION,12
BTCUSDT,PULLBACK,13
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,11
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,7
BTCUSDT,TRANSITION,3
BTCUSDT,EXPANSION,13
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,8
BTCUSDT,EXPANSION,9
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,12
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,14
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,13
BTCUSDT,TRANSITION,5
BTCUSDT,RANGE,3
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,5
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,6
BTCUSDT,RANGE,6
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,5
BTCUSDT,TRANSITION,8
BTCUSDT,RANGE,3
BTCUSDT,TRANSITION,8
BTCUSDT,PULLBACK,1
BTCUSDT,RANGE,6
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,35
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,40
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,9
BTCUSDT,RANGE,3
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,1
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,3
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,5
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,10
BTCUSDT,TRANSITION,3
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,20
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,7
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,18
BTCUSDT,RANGE,9
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,4
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,4
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,12
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,15
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,11
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,2
BTCUSDT,EXPANSION,2
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,19
BTCUSDT,TRANSITION,9
BTCUSDT,RANGE,25
BTCUSDT,TRANSITION,7
BTCUSDT,PULLBACK,6
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,24
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,2
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,9
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,8
BTCUSDT,TRANSITION,18
BTCUSDT,RANGE,21
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,1
BTCUSDT,PULLBACK,10
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,5
BTCUSDT,TRANSITION,10
BTCUSDT,EXPANSION,7
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,14
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,27
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,28
BTCUSDT,TRANSITION,9
BTCUSDT,RANGE,5
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,3
BTCUSDT,TRANSITION,10
BTCUSDT,RANGE,12
BTCUSDT,TRANSITION,6
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,6
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,7
BTCUSDT,EXPANSION,1
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,3
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,4
BTCUSDT,PULLBACK,26
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,8
BTCUSDT,TRANSITION,2
BTCUSDT,RANGE,9
BTCUSDT,TRANSITION,7
BTCUSDT,RANGE,66
BTCUSDT,TRANSITION,1
BTCUSDT,RANGE,16
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,7
BTCUSDT,TRANSITION,3
BTCUSDT,PULLBACK,1
BTCUSDT,TRANSITION,1
BTCUSDT,EXPANSION,3
BTCUSDT,TRANSITION,1
BTCUSDT,PULLBACK,11
BTCUSDT,TRANSITION,2
BTCUSDT,PULLBACK,2
BTCUSDT,RANGE,17
BTCUSDT,TRANSITION,3
BTCUSDT,RANGE,25
EURUSD,PULLBACK,3
EURUSD,TRANSITION,1
EURUSD,EXPANSION,2
EURUSD,TRANSITION,1
EURUSD,PULLBACK,2
EURUSD,PULLBACK,10
EURUSD,TRANSITION,3
EURUSD,PULLBACK,1
EURUSD,TRANSITION,11
EURUSD,PULLBACK,2
EURUSD,TRANSITION,3
EURUSD,TRANSITION,2
EURUSD,PULLBACK,13
EURUSD,TRANSITION,6
EURUSD,PULLBACK,8
EURUSD,TRANSITION,1
EURUSD,RANGE,12
EURUSD,EXPANSION,4
EURUSD,TRANSITION,4
EURUSD,PULLBACK,8
EURUSD,TRANSITION,2
EURUSD,TRANSITION,1
EURUSD,EXPANSION,6
EURUSD,TRANSITION,8
EURUSD,EXPANSION,4
EURUSD,TRANSITION,5
EURUSD,PULLBACK,4
EURUSD,TRANSITION,2
EURUSD,TRANSITION,1
EURUSD,RANGE,11
EURUSD,TRANSITION,5
EURUSD,EXPANSION,6
EURUSD,TRANSITION,2
EURUSD,PULLBACK,4
EURUSD,TRANSITION,1
EURUSD,TRANSITION,3
EURUSD,PULLBACK,7
EURUSD,TRANSITION,3
EURUSD,PULLBACK,2
EURUSD,TRANSITION,1
EURUSD,PULLBACK,5
EURUSD,TRANSITION,1
EURUSD,EXPANSION,1
EURUSD,TRANSITION,3
EURUSD,PULLBACK,4
EURUSD,PULLBACK,1
EURUSD,TRANSITION,1
EURUSD,RANGE,2
EURUSD,TRANSITION,1
EURUSD,PULLBACK,5
EURUSD,TRANSITION,2
EURUSD,EXPANSION,1
EURUSD,TRANSITION,3
EURUSD,PULLBACK,14
EURUSD,PULLBACK,1
EURUSD,TRANSITION,3
EURUSD,RANGE,5
EURUSD,TRANSITION,7
EURUSD,EXPANSION,11
EURUSD,TRANSITION,1
EURUSD,PULLBACK,2
EURUSD,PULLBACK,4
EURUSD,EXPANSION,2
EURUSD,TRANSITION,3
EURUSD,PULLBACK,13
EURUSD,TRANSITION,8
EURUSD,TRANSITION,2
EURUSD,RANGE,3
EURUSD,TRANSITION,1
EURUSD,EXPANSION,2
EURUSD,TRANSITION,1
EURUSD,PULLBACK,2
EURUSD,TRANSITION,1
EURUSD,RANGE,4
EURUSD,TRANSITION,1
EURUSD,PULLBACK,10
EURUSD,TRANSITION,3
EURUSD,TRANSITION,2
EURUSD,RANGE,15
EURUSD,TRANSITION,3
EURUSD,PULLBACK,4
EURUSD,TRANSITION,4
EURUSD,RANGE,2
EURUSD,RANGE,1
EURUSD,TRANSITION,1
EURUSD,PULLBACK,1
EURUSD,TRANSITION,3
EURUSD,RANGE,21
EURUSD,TRANSITION,2
EURUSD,EXPANSION,1
EURUSD,EXPANSION,1
EURUSD,TRANSITION,11
EURUSD,PULLBACK,2
EURUSD,TRANSITION,4
EURUSD,PULLBACK,3
EURUSD,TRANSITION,1
EURUSD,EXPANSION,2
EURUSD,TRANSITION,3
EURUSD,PULLBACK,3
EURUSD,PULLBACK,19
EURUSD,TRANSITION,1
EURUSD,EXPANSION,3
EURUSD,TRANSITION,2
EURUSD,PULLBACK,5
EURUSD,PULLBACK,14
EURUSD,TRANSITION,2
EURUSD,EXPANSION,1
EURUSD,TRANSITION,2
EURUSD,PULLBACK,3
EURUSD,TRANSITION,4
EURUSD,RANGE,1
EURUSD,TRANSITION,1
EURUSD,RANGE,1
EURUSD,TRANSITION,1
EURUSD,PULLBACK,21
EURUSD,RANGE,9
EURUSD,RANGE,17
EURUSD,TRANSITION,2
EURUSD,RANGE,3
EURUSD,TRANSITION,1
EURUSD,EXPANSION,7
EURUSD,EXPANSION,2
EURUSD,TRANSITION,3
EURUSD,PULLBACK,12
EURUSD,TRANSITION,5
EURUSD,PULLBACK,4
EURUSD,TRANSITION,2
EURUSD,EXPANSION,1
EURUSD,TRANSITION,1
EURUSD,TRANSITION,3
EURUSD,PULLBACK,6
EURUSD,TRANSITION,4
EURUSD,PULLBACK,4
EURUSD,TRANSITION,1
EURUSD,RANGE,12
EURUSD,RANGE,30
EURUSD,TRANSITION,4
EURUSD,EXPANSION,6
EURUSD,TRANSITION,3
EURUSD,EXPANSION,17
EURUSD,EXPANSION,1
EURUSD,TRANSITION,9
EURUSD,PULLBACK,12
EURUSD,TRANSITION,1
EURUSD,EXPANSION,2
EURUSD,TRANSITION,5
EURUSD,TRANSITION,3
EURUSD,EXPANSION,5
EURUSD,TRANSITION,1
EURUSD,EXPANSION,3
EURUSD,TRANSITION,9
EURUSD,RANGE,3
EURUSD,TRANSITION,6
EURUSD,TRANSITION,5
EURUSD,RANGE,21
EURUSD,TRANSITION,3
EURUSD,RANGE,1
EURUSD,RANGE,3
EURUSD,TRANSITION,17
EURUSD,RANGE,7
EURUSD,TRANSITION,2
EURUSD,RANGE,1
EURUSD,RANGE,3
EURUSD,TRANSITION,2
EURUSD,EXPANSION,1
EURUSD,TRANSITION,3
EURUSD,PULLBACK,3
EURUSD,TRANSITION,2
EURUSD,PULLBACK,1
EURUSD,TRANSITION,15
EURUSD,TRANSITION,10
EURUSD,RANGE,2
EURUSD,TRANSITION,5
EURUSD,PULLBACK,7
EURUSD,TRANSITION,1
EURUSD,EXPANSION,2
EURUSD,TRANSITION,1
EURUSD,PULLBACK,2
EURUSD,TRANSITION,1
EURUSD,PULLBACK,10
EURUSD,TRANSITION,3
EURUSD,RANGE,2
EURUSD,TRANSITION,8
EURUSD,RANGE,4
EURUSD,TRANSITION,1
EURUSD,EXPANSION,1
EURUSD,EXPANSION,2
EURUSD,TRANSITION,3
EURUSD,PULLBACK,3
EURUSD,TRANSITION,1
EURUSD,EXPANSION,4
EURUSD,TRANSITION,6
EURUSD,PULLBACK,2
EURUSD,TRANSITION,3
EURUSD,PULLBACK,6
EURUSD,PULLBACK,7
EURUSD,TRANSITION,1
EURUSD,PULLBACK,5
EURUSD,TRANSITION,3
EURUSD,PULLBACK,3
EURUSD,TRANSITION,4
EURUSD,EXPANSION,3
EURUSD,TRANSITION,2
EURUSD,PULLBACK,2
EURUSD,PULLBACK,16
EURUSD,TRANSITION,5
EURUSD,PULLBACK,9
EURUSD,PULLBACK,4
EURUSD,TRANSITION,1
EURUSD,EXPANSION,2
EURUSD,TRANSITION,5
EURUSD,EXPANSION,1
EURUSD,TRANSITION,3
EURUSD,EXPANSION,4
EURUSD,TRANSITION,2
EURUSD,PULLBACK,4
EURUSD,TRANSITION,1
EURUSD,EXPANSION,2
EURUSD,TRANSITION,1
EURUSD,PULLBACK,5
EURUSD,EXPANSION,5
EURUSD,TRANSITION,4
EURUSD,PULLBACK,9
EURUSD,TRANSITION,4
EURUSD,REVERSAL,1
EURUSD,TRANSITION,2
EURUSD,RANGE,3
EURUSD,TRANSITION,3
EURUSD,RANGE,23
EURUSD,TRANSITION,1
EURUSD,EXPANSION,1
EURUSD,TRANSITION,1
EURUSD,PULLBACK,8
EURUSD,TRANSITION,2
EURUSD,RANGE,18
EURUSD,RANGE,5
EURUSD,TRANSITION,1
EURUSD,EXPANSION,3
EURUSD,TRANSITION,6
EURUSD,RANGE,7
EURUSD,TRANSITION,1
EURUSD,PULLBACK,7
EURUSD,PULLBACK,3
EURUSD,RANGE,14
EURUSD,TRANSITION,2
EURUSD,RANGE,9
EURUSD,EXPANSION,2
EURUSD,EXPANSION,6
EURUSD,TRANSITION,2
EURUSD,PULLBACK,17
EURUSD,TRANSITION,2
EURUSD,PULLBACK,3
EURUSD,PULLBACK,2
EURUSD,TRANSITION,3
EURUSD,RANGE,2
EURUSD,TRANSITION,1
EURUSD,RANGE,2
EURUSD,EXPANSION,9
EURUSD,TRANSITION,6
EURUSD,PULLBACK,3
EURUSD,TRANSITION,2
EURUSD,EXPANSION,4
EURUSD,TRANSITION,6
EURUSD,PULLBACK,20
EURUSD,PULLBACK,2
EURUSD,TRANSITION,2
EURUSD,PULLBACK,5
EURUSD,TRANSITION,2
EURUSD,EXPANSION,1
EURUSD,TRANSITION,2
EURUSD,PULLBACK,7
EURUSD,TRANSITION,1
EURUSD,EXPANSION,2
EURUSD,TRANSITION,6
EURUSD,TRANSITION,4
EURUSD,EXPANSION,3
EURUSD,TRANSITION,3
EURUSD,EXPANSION,3
EURUSD,TRANSITION,13
EURUSD,RANGE,4
EURUSD,RANGE,2
EURUSD,TRANSITION,2
EURUSD,RANGE,1
EURUSD,TRANSITION,3
EURUSD,RANGE,1
EURUSD,TRANSITION,2
EURUSD,RANGE,8
EURUSD,EXPANSION,8
EURUSD,TRANSITION,2
EURUSD,PULLBACK,1
EURUSD,PULLBACK,9
EURUSD,TRANSITION,4
EURUSD,PULLBACK,10
EURUSD,TRANSITION,3
EURUSD,PULLBACK,1
EURUSD,TRANSITION,3
EURUSD,PULLBACK,8
EURUSD,TRANSITION,2
EURUSD,EXPANSION,3
EURUSD,TRANSITION,1
EURUSD,EXPANSION,1
EURUSD,TRANSITION,1
EURUSD,PULLBACK,8
EURUSD,PULLBACK,2
EURUSD,TRANSITION,1
EURUSD,EXPANSION,3
EURUSD,TRANSITION,3
EURUSD,EXPANSION,4
EURUSD,TRANSITION,4
EURUSD,RANGE,7
EURUSD,RANGE,30
EURUSD,RANGE,16
EURUSD,TRANSITION,1
EURUSD,RANGE,1
EURUSD,TRANSITION,2
EURUSD,RANGE,7
EURUSD,TRANSITION,2
EURUSD,PULLBACK,1
EURUSD,PULLBACK,1
EURUSD,TRANSITION,8
EURUSD,RANGE,3
EURUSD,TRANSITION,3
EURUSD,RANGE,5
EURUSD,TRANSITION,2
EURUSD,RANGE,4
EURUSD,TRANSITION,2
EURUSD,PULLBACK,2
EURUSD,TRANSITION,7
EURUSD,PULLBACK,6
EURUSD,TRANSITION,10
EURUSD,RANGE,7
EURUSD,TRANSITION,2
EURUSD,EXPANSION,4
EURUSD,TRANSITION,5
EURUSD,PULLBACK,17
EURUSD,TRANSITION,2
EURUSD,TRANSITION,1
EURUSD,RANGE,2
EURUSD,TRANSITION,8
EURUSD,EXPANSION,1
EURUSD,TRANSITION,5
EURUSD,PULLBACK,6
EURUSD,TRANSITION,6
EURUSD,RANGE,1
EURUSD,RANGE,30
EURUSD,RANGE,11
EURUSD,TRANSITION,3
EURUSD,RANGE,16
EURUSD,RANGE,7
EURUSD,TRANSITION,9
EURUSD,EXPANSION,3
EURUSD,TRANSITION,2
EURUSD,PULLBACK,1
EURUSD,TRANSITION,1
EURUSD,EXPANSION,3
EURUSD,TRANSITION,1
EURUSD,EXPANSION,3
EURUSD,TRANSITION,3
EURUSD,PULLBACK,20
EURUSD,TRANSITION,7
EURUSD,TRANSITION,4
EURUSD,RANGE,5
EURUSD,TRANSITION,8
EURUSD,RANGE,2
EURUSD,TRANSITION,3
EURUSD,RANGE,6
EURUSD,TRANSITION,2
EURUSD,EXPANSION,1
EURUSD,TRANSITION,3
EURUSD,PULLBACK,3
EURUSD,TRANSITION,5
EURUSD,PULLBACK,5
EURUSD,TRANSITION,6
EURUSD,PULLBACK,1
EURUSD,TRANSITION,3
EURUSD,PULLBACK,3
EURUSD,PULLBACK,4
EURUSD,TRANSITION,2
EURUSD,EXPANSION,1
EURUSD,TRANSITION,3
EURUSD,PULLBACK,7
EURUSD,EXPANSION,7
EURUSD,TRANSITION,6
EURUSD,RANGE,2
EURUSD,TRANSITION,1
EURUSD,RANGE,14
EURUSD,TRANSITION,1
EURUSD,EXPANSION,12
EURUSD,EXPANSION,10
EURUSD,TRANSITION,4
EURUSD,PULLBACK,16
EURUSD,PULLBACK,10
EURUSD,TRANSITION,1
EURUSD,RANGE,19
EURUSD,RANGE,14
EURUSD,TRANSITION,4
EURUSD,RANGE,12
EURUSD,RANGE,3
EURUSD,TRANSITION,14
EURUSD,RANGE,13
EURUSD,RANGE,3
EURUSD,TRANSITION,4
EURUSD,PULLBACK,3
EURUSD,TRANSITION,5
EURUSD,EXPANSION,6
EURUSD,TRANSITION,3
EURUSD,PULLBACK,6
EURUSD,PULLBACK,15
EURUSD,TRANSITION,2
EURUSD,RANGE,13
EURUSD,TRANSITION,10
EURUSD,PULLBACK,5
EURUSD,TRANSITION,1
EURUSD,RANGE,5
EURUSD,TRANSITION,1
